smiles,success,failed
C=C(C(=O)O)N(CC(=O)O)C(=O)C(=O)O, 995, 5
C=C(C(=O)O)N(CC(=O)O)C(=O)CO, 994, 6
O=C(O)CN1C(=O)C(O)C=C1C(=O)O, 1000, 0
O=C(O)CN1C(=O)C(O)C=C1CO, 1000, 0
CC(O)C1=CC(O)C(=O)N1CC(=O)O, 999, 1
CC(O)C(=CCO)N(C=O)CC(=O)O, 1000, 0
CC(O)C(=CCO)N(C)C=O, 1000, 0
CC(O)C1=CC(O)CN1C=O, 1000, 0
O=CN1CC2(O)C=C1C(O)C2, 26, 974
O=CNCC1(O)C=CC(O)C1, 1000, 0
NC(NC=O)C1(O)C=CC(O)C1, 1000, 0
CN(C=O)C(N)C1(O)C=CC(O)C1, 1000, 0
CN(C=O)C1NOC2C=CC1(O)C2, 849, 151
CN(C=O)C1NOC2=C=CC1(O)C2, 797, 203
O=CNC1NOC2=C=CC1(O)C2, 773, 227
O=CNC1(O)NOC2=C=CC1(O)C2, 792, 208
O=CNC1(O)N(O)OC2=C=CC1(O)C2, 801, 199
COC1(NC=O)N(O)OC2=C=CC1(O)C2, 772, 228
C=C1CC(C)(O)C(NC=O)(OC)N(O)O1, 999, 1
C=C1CC(C)(O)C(NC=O)(OCO)N(O)O1, 999, 1
C=C(C)ON(O)C(NC=O)(OCO)C(C)O, 1000, 0
CC(O)C(NC=O)(OCO)N(O)O, 1000, 0
CC(O)C(NC=O)(OCO)N(O)ON, 1000, 0
CC(O)C(NC=O)(OC=O)N(O)ON, 1000, 0
CCC(NC=O)(OC=O)N(O)ON, 1000, 0
CCC(NC=O)(OC=O)N(O)O, 1000, 0
CC(C)C(NC=O)(OC=O)N(O)O, 999, 1
CC1CON(O)C1(NC=O)OC=O, 1000, 0
CON1OCC(C)C1(NC=O)OC=O, 1000, 0
CON1OC(=N)C(C)C1(NC=O)OC=O, 1000, 0
CON1OC(=N)C(C=N)C1(NC=O)OC=O, 1000, 0
CON1OC(=N)C(C)(C=N)C1(NC=O)OC=O, 1000, 0
CCC1(C=N)C(=N)ON(OC)C1(NC=O)OC=O, 999, 1
CON1OC(=N)C(C=N)(CC=O)C1(NC=O)OC=O, 999, 1
CON(O)C(NC=O)(OC=O)C(C=N)(C=N)CC=O, 1000, 0
CN=CC(C=N)(CC=O)C(NC=O)(OC=O)N(O)OC, 999, 1
CON(O)C(NC=O)(OC=O)C(C=N)(C=NCO)CC=O, 1000, 0
CON(O)C(NCO)(OC=O)C(C=N)(C=NCO)CC=O, 999, 1
O=C(O)CN(CC(=O)O)CC(=O)O, 996, 4
NOC(=O)CN(CC(=O)O)CC(=O)O, 998, 2
C=C(C(=O)O)N(CC(=O)O)CC(=O)ON, 994, 6
C=C(C(=O)O)N(CC=O)CC(=O)O, 997, 3
N=C=C(C(=O)O)N(CC=O)CC(=O)O, 1000, 0
N=C=C(C(O)O)N(CC=O)CC(=O)O, 997, 3
O=C(O)CN1CC(=O)N=C=C1C(O)O, 999, 1
O=C(O)C1=C2C(=O)N=C=C(C(O)O)N12, 999, 1
CC(O)(O)C1=C=NC(=O)C2=C(C(=O)O)N12, 1000, 0
N#CC(O)(O)C1=C=NC(=O)C2=C(C(=O)O)N12, 997, 3
CC(O)(O)C1=C=NC(=O)C2=C(C(=O)O)N12, 1000, 0
O=C(O)C1=C2C(=O)N=C=C(C(O)O)N12, 999, 1
O=C(O)C1=C2C(=O)N=C=C(C(O)(O)O)N12, 999, 1
NOC(O)(O)C1=C=NC(=O)C2=C(C(=O)O)N12, 999, 1
NOC(O)C1=C=NC(=O)C2=C(C(=O)O)N12, 1000, 0
NOC(O)C1C=NC(=O)C2=C(C(=O)O)N21, 999, 1
N=CC(C(O)ON)N1C(C=O)=C1C(=O)O, 1000, 0
N=CC(C(=O)ON)N1C(C=O)=C1C(=O)O, 999, 1
COC(=O)C1=C(C=O)N1C(C=N)C(=O)ON, 999, 1
COC(=O)C1=C(C=O)N1C(C(C)=N)C(=O)ON, 999, 1
COC(=O)C1=C(C=O)N1C(C(=N)CN)C(=O)ON, 1000, 0
COC(O)C1=C(C=O)N1C(C(=N)CN)C(=O)ON, 999, 1
COC(O)C(=CC=O)NC(C(=N)CN)C(=O)ON, 977, 23
C#COC(O)C(=CC=O)NC(C(=N)CN)C(=O)ON, 599, 401
C#COC(O)C(=CC=O)NC(C(=N)CN)C(=O)ON=C, 610, 390
C#COC(OC)C(=CC=O)NC(C(=N)CN)C(=O)ON=C, 632, 368
C#COC1(OC)C(=CC=O)NC(C(=O)ON=C)C(=N)C1N, 626, 374
C#COC1(OC)C(=CC=O)NC(C(=O)ON)C(=N)C1N, 573, 427
C#COC1(OC)CC(=N)C(C(=O)ON)NC1=CC=O, 578, 422
C#COC1(OC)C(=N)C(=N)C(C(=O)ON)NC1=CC=O, 610, 390
C#COC1(OC)C(=N)C(=N)C2(C(=O)ON)NC1=CC2=O, 483, 517
C#COC1(OC=O)C(=N)C(=N)C2(C(=O)ON)NC1=CC2=O, 513, 487
C#COC1(OC=O)C(=N)CC2(C(=O)ON)NC1=CC2=O, 489, 511
C#COC1(OC=O)C(=N)CC(C(=O)ON)C(=O)C=C1N, 994, 6
C#COC(OC=O)(C(=C)N)C(=N)CC(C=O)C(=O)ON, 980, 20
C#COC(OC=O)(C(=C)N)C(=N)CC(N)(C=O)C(=O)ON, 988, 12
C=C(N)C(OC=O)C(=N)CC(N)(C=O)C(=O)ON, 999, 1
C=C(N)C(OC=O)C(=N)CC(C=O)(NO)C(=O)ON, 968, 32
N=C1C(OC=O)C(N)=CC1C(C=O)(NO)C(=O)ON, 964, 36
NOC(=O)C(C=O)(NO)C1C=C(N)C(OC=O)C1=NO, 969, 31
NOC(=O)C1(NO)C(=O)NC2=CC1C(=NO)C2OC=O, 0, 1000
O=C(O)CN(CC(=O)O)CC(=O)O, 1000, 0
O=C(O)CN(CCO)CC(=O)O, 1000, 0
O=CCN(CCO)CC(=O)O, 999, 1
O=CCN(CC=O)CCO, 1000, 0
O=CCN(CC=O)C(O)CO, 1000, 0
O=CCN(CC(=O)O)C(O)CO, 1000, 0
CC(O)C(O)N(CC=O)CC(=O)O, 1000, 0
CC(O)C1OC(=O)CN1CC(=O)O, 1000, 0
O=CC(O)C1OC(=O)CN1CC(=O)O, 998, 2
COC(C=O)C1OC(=O)CN1CC(=O)O, 999, 1
COC(C)(C=O)C1OC(=O)CN1CC(=O)O, 1000, 0
COC1(C)C(=O)C2C(=O)OC1N2CC(=O)O, 938, 62
CC12OCC3(C(=O)OC1N3CC(=O)O)C2=O, 1, 999
N#CC12OCC3(C(=O)OC1N3CC(=O)O)C2=O, 2, 998
N#CC12OCC3(C(=O)OC1N3CC(=O)O)C2=O, 1, 999
N#CC1(C=O)OCC2C(=O)OC1N2CC(=O)O, 857, 143
N#CC1(C=O)OCC2(N)C(=O)OC1N2CC(=O)O, 759, 241
N#CC(C=O)C1OC(=O)C(N)(CO)N1CC(=O)O, 983, 17
N#CC(N)(C=O)C1OC(=O)C(N)(CO)N1CC(=O)O, 984, 16
N#CC(C=O)(N=O)C1OC(=O)C(N)(CO)N1CC(=O)O, 981, 19
N#CC(C=O)(N=O)C12OCC(N)(C(=O)O1)N2CC(=O)O, 782, 218
N#CC(N=O)(C(N)=O)C12OCC(N)(C(=O)O1)N2CC(=O)O, 802, 198
NC12COC(OC1=O)N2CC(=O)O, 822, 178
N=C1OC2OC(=O)C1(N)N2CC(=O)O, 821, 179
CNC12C(=N)OC(OC1=O)N2CC(=O)O, 831, 169
CNC12C(=N)OC(OC1=O)N2C, 827, 173
CCNC12C(=N)OC(OC1=O)N2C, 832, 168
CCNC12C(=N)OC(C)(OC1=O)N2C, 748, 252
CCNC12C(=O)OC(C)(OC1=NC)N2C, 761, 239
CCNC1C(=NC)OC(C)(OC=O)N1C, 999, 1
CCN(C)C1C(=NC)OC(C)(OC=O)N1C, 1000, 0
CN=C1OC(C)(OC=O)N(C)C1N(C)CCN, 999, 1
CN=C1OC(C)(OC=O)N(C)C1N(C)CC(N)O, 997, 3
CN=C1OC(C)(OC=O)N(C)C1N(C)CC(N)(O)O, 999, 1
CN=C1OC(C)(OC=O)N(C)C1N1C=C1C(N)(O)O, 1000, 0
CN=C1OC(C)(OC(N)=O)N(C)C1N1C=C1C(N)(O)O, 1000, 0
CN=C1OC(C)(OCN)N(C)C1N1C=C1C(N)(O)O, 1000, 0
CN=C1OC(C)(OCN)NC1N1C=C1C(N)(O)O, 999, 1
C=C(N)OC1(C)NC(N2C=C2C(N)(O)O)C(=NC)O1, 1000, 0
C=C(N)OC1(C)NC(N2C=C2C(N)(O)O)C(=NC#N)O1, 997, 3
C=C(N)OC1(C)NC(NC(=C)C(N)(O)O)C(=NC#N)O1, 994, 6
O=C(O)CN(CC(=O)O)CC(=O)O, 997, 3
NOC(=O)CN(CC(=O)O)CC(=O)O, 1000, 0
NOC(=O)C1C(C(=O)O)N1CC(=O)O, 1000, 0
CC1(C(=O)ON)C(C(=O)O)N1CC(=O)O, 998, 2
C=CC1(C(=O)ON)C(C(=O)O)N1CC(=O)O, 996, 4
C=CC1(C(=O)ONC)C(C(=O)O)N1CC(=O)O, 979, 21
C=CC1(C(=O)ONC)C(C(=O)ON)N1CC(=O)O, 992, 8
CNOC(=O)C1(C=CN)C(C(=O)ON)N1CC(=O)O, 992, 8
CNOC(=O)C1N(CC(=O)O)C1(C=CN)C(=O)ONC, 994, 6
CNOC(=O)C1N2C(C(=O)O)=NC=CC12C(=O)ONC, 1000, 0
CNOC(=O)CC1(C(=O)ONC)C=CN=C(C(=O)O)N1, 991, 9
CNOC(=O)CC1(C(=O)ONC)C=CN=C(C=O)N1, 987, 13
CNOC(=O)C1(CC(=O)ONC=O)C=CN=C(C=O)N1, 989, 11
CNOC(=O)C1(C2C(=O)NOC2=O)C=CN=C(C=O)N1, 981, 19
CNOC(=O)C1(C2C(=O)NOC2=O)C=CN=C(C=O)N1, 981, 19
CN1OC(=O)C2(C3C(=O)NOC3=O)C=C1N=C(C=O)N2, 1, 999
CN(O)C1=CC(C=O)(C2C(=O)NOC2=O)NC(C=O)=N1, 977, 23
CN(O)C(N)=CC(C=O)(NCC=O)C1C(=O)NOC1=O, 925, 75
CN(O)C(N)=CC(C=O)(NC(N)C=O)C1C(=O)NOC1=O, 940, 60
CN(O)C(N)=CC1(C2C(=O)NOC2=O)C(=O)N1C(N)C=O, 999, 1
CN(O)C(N)=C1C(=O)C(N)N2C(=O)C12C1C(=O)NOC1=O, 1000, 0
C#CN(O)C(N)=C1C(=O)C(N)N2C(=O)C12C1C(=O)NOC1=O, 924, 76
NC=C1C(=O)C(N)N2C(=O)C12C1C(=O)NOC1=O, 999, 1
NC=C1C(=O)C(N)N2C(=O)C12CC(=O)ONC=O, 994, 6
NC=C1C(=O)C(N=O)N2C(=O)C12CC(=O)ONC=O, 995, 5
NC=C1C(=O)C(N=O)N2C(=O)C12C(N)C(=O)ONC=O, 996, 4
NC=C1C(=O)C(N=O)N2CC12C(N)C(=O)ONC=O, 996, 4
NC=C1C(=O)C(N=O)N2C(O)C12C(N)C(=O)ONC=O, 994, 6
N=C=C1C(=O)C(N=O)N2C(O)C12C(N)C(=O)ONC=O, 996, 4
C=C1C(=O)C(N=O)N2C(O)C12C(N)C(=O)ONC=O, 996, 4
NC(C(=O)ONC=O)C12C3=COC1N2C(N=O)C3=O, 996, 4
O=CNOC(=O)CC12C3=COC1N2C(N=O)C3=O, 998, 2
O=CNOC(=O)CC12C(C=O)=COC1N2CN=O, 997, 3
O=CNOC(=O)CC12C(CO)=COC1N2CN=O, 998, 2
CC1=COC2N(CN=O)C12CC(=O)ONC=O, 996, 4
CC1=COC2N(CNO)C12CC(=O)ONC=O, 996, 4
NCC1=COC2N(CNO)C12CC(=O)ONC=O, 998, 2
NCC1=COC23ONCN2C13CC(=O)ONC=O, 996, 4
NCC1=COC2N(CNO)C12CC(=O)ONC=O, 993, 7
O=CNOC(=O)C1NCC2=COC3N(CNO)C213, 965, 35
O=CNOC(=O)C1NCC2=COC34C(NO)N3C214, 975, 25
O=C(O)CN(CC(=O)O)CC(=O)O, 1000, 0
O=CCN(CC(=O)O)CC(=O)O, 998, 2
O=CCNCC(=O)O, 918, 82
O=CC1NCC(=O)O1, 957, 43
O=CC1NC(O)C(=O)O1, 946, 54
NC(C=O)OC(=O)CO, 1000, 0
COCC(=O)OC(N)C=O, 1000, 0
COC(O)C(=O)OC(N)C=O, 1000, 0
C=COC(O)C(=O)OC(N)C=O, 1000, 0
C=C1OC(O)C(=O)OC1(N)C=O, 1000, 0
C=C1OC(O)C(=O)OC1N, 1000, 0
C=C(OC(O)C=O)C(N)O, 1000, 0
NC(O)C1=COC(C=O)O1, 1000, 0
CC(=O)C1OC=C(C(N)O)O1, 1000, 0
C#CC(=O)C1OC=C(C(N)O)O1, 998, 2
C#CC(=O)C1(C)OC=C(C(N)O)O1, 1000, 0
C=CC(=O)C1(C)OC=C(C(N)O)O1, 999, 1
C=C(N)C(=O)C1(C)OC=C(C(N)O)O1, 1000, 0
C=C(N)C(=O)C1(C)OC=C(C(O)N=O)O1, 1000, 0
C=C(N)C(=O)C(C)(O)OC(=C)C(O)N=O, 1000, 0
C=C(N)C(=O)C(C)(O)OCC(O)N=O, 1000, 0
CC1(O)OC(C(O)N=O)C=C(N)C1=O, 999, 1
C=C(N)C(=O)C(C)(O)OCC(O)N=O, 1000, 0
C=C(N)C(=O)C(O)(CO)OCC(O)N=O, 1000, 0
C=C(N)C(=O)C1(O)OCC(O)(N=O)C1O, 1000, 0
C=C(N=O)C(=O)C1(O)OCC(O)(N=O)C1O, 1000, 0
C=C(N=O)C(=O)C1(O)OCC(N=O)(ON)C1O, 1000, 0
C=C(N=O)C(=O)C1(O)OCC(N=O)C1O, 1000, 0
C=C(N=O)C(=O)C1(O)OCC(N=O)=C1O, 1000, 0
C=C(N=O)C(=O)C(O)C(O)=C(CO)N=O, 999, 1
C=C(N=O)C(=O)C(O)C(OC)=C(CO)N=O, 999, 1
C=C(N=O)C(=O)C(OC)C(OC)=C(CO)N=O, 997, 3
C=C(N=O)C(=O)C(OC)C(OC)=C(C)N=O, 998, 2
COC(=C(C)N=O)C(OC)C(=O)CN=O, 999, 1
COC(C(=O)CN=O)c1oc#cc1N=O, 807, 193
COC(C(=O)CN)c1oc#cc1N=O, 825, 175
COC(C(=O)C(N)O)c1oc#cc1N=O, 829, 171
COC(C(=O)C(N)=O)c1oc#cc1N=O, 832, 168
COC(=C(C)N=O)C(OC)C(=O)C(N)=O, 1000, 0
C#CC(N=O)=C(OC)C(OC)C(=O)C(N)=O, 874, 126
C#CC(=CC(OC)C(=O)C(N)=O)N=O, 918, 82
O=C(O)CN(CC(=O)O)CC(=O)O, 998, 2
O=C(O)CN(CC(=O)O)C(O)C(=O)O, 997, 3
COC(=O)C(O)N(CC(=O)O)CC(=O)O, 998, 2
COC(=O)CN(CC(=O)O)CC(=O)O, 999, 1
COC(=O)CN(C)CC(=O)O, 999, 1
CN(C)CC(=O)O, 1000, 0
CN1COC(=O)C1, 1000, 0
CN(C)CC(=O)O, 1000, 0
CN1COC(=O)C1, 999, 1
CN1COC(O)C1, 1000, 0
COC1CN(C)CO1, 1000, 0
CN1COC(OCO)C1, 1000, 0
CN1CC2OC(O)=C1O2, 991, 9
C1OC2=C3OC(CN13)O2, 998, 2
NC12CN3COC(=C3O1)O2, 988, 12
COC1=C2NCC(N)(O2)O1, 981, 19
N#COC1=C2NCC(N)(O2)O1, 972, 28
N#COC1OC2(N)CNC1O2, 922, 78
NC12CNC(CO1)O2, 904, 96
C1OC2CNC1O2, 948, 52
OC1COCCN1, 1000, 0
O=C1COCCN1, 996, 4
O=C1COCCN1, 999, 1
NCCOCC=O, 1000, 0
NCCOCC=O, 1000, 0
COCC=O, 1000, 0
O=CCOC=O, 997, 3
COC=O, 1000, 0
N=COC=O, 1000, 0
N=COC=O, 1000, 0
N=COC(N)=O, 1000, 0
N=COC(=O)N=O, 1000, 0
N=C(O)OC(=O)N=O, 1000, 0
O=CN=O, 999, 1
O=CNO, 1000, 0
O=C(O)NO, 1000, 0
O=C1ON1O, 1000, 0
NON1OC1=O, 997, 3
NON1OC1O, 1000, 0
COC1ON1ON, 999, 1
COC1ON1ONO, 1000, 0
O=C(O)CN(CC(=O)O)CC(=O)O, 995, 5
O=C(O)CN1CC(=O)OC1C(=O)O, 1000, 0
COC(=O)C1OC(=O)CN1CC(=O)O, 1000, 0
COC(=O)C1OC(=O)C2C(C(=O)O)N12, 999, 1
COC(=O)C1(C)OC(=O)C2C(C(=O)O)N21, 1000, 0
CC12OC(=O)C3(COC1=O)C(C(=O)O)N23, 822, 178
C#CC12OC(=O)C3(COC1=O)C(C(=O)O)N23, 780, 220
C#CC12NC(C(=O)O)C(COC1=O)C(=O)O2, 774, 226
C#CC12NC3(OC3=O)C(COC1=O)C(=O)O2, 889, 111
C#CC12NC3(OC3=O)C(COC1=O)C(O)O2, 898, 102
O=C1OC2C#CC13NC1(OC1=O)C2C(O)O3, 7, 993
NC12C#CC(OC1=O)C(C1OC1=O)C(O)O2, 969, 31
NC12C#CC(OC1=O)C(C1CO1)C(O)O2, 953, 47
NC1(O)C#CC(C(CO)C2CO2)OC1=O, 992, 8
CC(CO)(C1C#CC(N)(O)C(=O)O1)C1CO1, 990, 10
CC(CO)(C1C#CC(O)C(=O)O1)C1CO1, 990, 10
COCC(C)(CO)C1C#CC(O)C(=O)O1, 993, 7
COC(=N)C(C)(CO)C1C#CC(O)C(=O)O1, 992, 8
COC(=N)C(C)(CO)C1C#CC(O)C(O)O1, 988, 12
N=C1OC#CC1(CO)C1C#CC(O)C(O)O1, 851, 149
C#COC(=N)C(CO)C1C#CC(O)C(O)O1, 969, 31
C#COC(=NC)C(CO)C1C#CC(O)C(O)O1, 958, 42
C#COC(=NC)C(C=O)C1C#CC(O)C(O)O1, 978, 22
C#COC(=NC)C(O)(C=O)C1C#CC(O)C(O)O1, 989, 11
C#COC(=NC)C(O)(C=O)C(C#CCO)OCO, 988, 12
CN=C1OC#CC(=O)C1(O)C(C#CCO)OCO, 954, 46
CN=C1OC#CC(=O)C1(O)CC#CCO, 955, 45
CC#CCC1(O)C(=O)C#COC1=NC, 940, 60
CN=C1OC#CC(=O)C1(O)CC#CC=N, 944, 56
CN=C1OC#CC(=O)C1(O)CC#CC(=N)N, 901, 99
CN=C1OC#CC(=O)C1(O)CC#CC(=N)N=O, 889, 111
C#CCC1(O)C(=O)C#COC1=NC, 914, 86
CN=C1OC#CC(=O)C12CC#CO2, 828, 172
CN=C(OC#CC=O)C1CC#CO1, 960, 40
CN=C(OCCC=O)C1CC#CO1, 964, 36
CN=C(OC(C)CC=O)C1CC#CO1, 965, 35
CN=COC(C)CC=O, 999, 1
CN=C(N)OC(C)CC=O, 999, 1
CCN=C(N)OC(C)CC=O, 1000, 0
CC1=C(C=O)C(C)OC(N)=N1, 998, 2
CC1=C(C=O)C(C)(C)OC(N)=N1, 999, 1
O=C(O)CN(CC(=O)O)CC(=O)O, 996, 4
O=C(O)CN1CC(=O)OC1C(=O)O, 999, 1
O=C1CN2CC(=O)OC2(C(=O)O)O1, 976, 24
CN1CC(=O)OC1(OC=O)C(=O)O, 1000, 0
CN1CC(=O)OC1(CO)OC=O, 1000, 0
CNC(CO)(OC=O)OC(C)=O, 1000, 0
C=NC(CO)(OC=O)OC(C)=O, 1000, 0
C#CC(=O)OC(CO)(N=C)OC=O, 988, 12
C=CC(=O)OC(CO)(N=C)OC=O, 1000, 0
C=C=CC(=O)OC(CO)(N=C)OC=O, 1000, 0
C=C=CC(=O)OC1(OC=O)COC=N1, 1000, 0
C=C=CC(=O)OC(N=COC)OC=O, 1000, 0
C=C=CC(=O)OC(O)(N=COC)OC=O, 1000, 0
C=C=CC(=O)OC(O)(N=COC=C)OC=O, 1000, 0
C=C=CC(=O)OC(O)(N=COC=CN)OC=O, 1000, 0
C=C=CC(=O)OC(N=COC=CN)(ON)OC=O, 1000, 0
C=C=CC(=O)OC(N=c1[nH]cco1)(ON)OC=O, 1000, 0
C=C=CC(=O)OC(N=c1[nH]cco1)(OC=O)ON=C, 1000, 0
C=C=CC(=O)OC(N=c1[nH]cco1)(OC=O)ON=C=O, 1000, 0
C=C=C=CC(=O)OC(N=c1[nH]cco1)(OC=O)ON=C=O, 1000, 0
C=C=C=CC(=O)OC(N=c1[nH]c(N)co1)(OC=O)ON=C=O, 1000, 0
C=C=C=CC(=O)OC(N=c1[nH]c(N)co1)(OC)ON=C=O, 1000, 0
C=C=C=CC(=O)OC(N=c1[nH]c(N)co1)(OC)ON=CO, 999, 1
COC(N=c1[nH]c(N)co1)(OC=O)ON=CO, 1000, 0
Nc1coc(=NC2(OC=O)OCC(O)=NO2)[nH]1, 1000, 0
Nc1coc(=NC2(OC=O)OCC(O)NO2)[nH]1, 1000, 0
Nc1coc(=NC2(OC(=O)O)OCC(O)NO2)[nH]1, 1000, 0
Nc1coc(=NC2(OC(=O)O)ONC3OC3O2)[nH]1, 1000, 0
Nc1coc(=NC2(OC(=O)O)ONCC(O)O2)[nH]1, 1000, 0
NCC(O)OC(O)(N=c1[nH]c(N)co1)OC(=O)O, 1000, 0
NCC(O)OC(O)(N=c1[nH]c(N=O)co1)OC(=O)O, 1000, 0
NCC(O)OC(N=c1[nH]c(N=O)co1)OC(=O)O, 1000, 0
Cc1oc(=NC(OC(=O)O)OC(O)CN)[nH]c1N=O, 1000, 0
Cc1oc(=NC(OC(=O)O)OC(O)C(=N)N)[nH]c1N=O, 1000, 0
Cc1oc(=NC(OC(=O)O)OC(C)(O)C(=N)N)[nH]c1N=O, 1000, 0
CC(O)(OC(N=c1[nH]c(N=O)co1)OC(=O)O)C(=N)N, 997, 3
CC(N=c1[nH]c(N=O)co1)(OC(=O)O)OC(C)(O)C(=N)N, 999, 1
CC(O)(OC(CO)(N=c1[nH]c(N=O)co1)OC(=O)O)C(=N)N, 1000, 0
CC(O)(CN)OC(CO)(N=c1[nH]c(N=O)co1)OC(=O)O, 1000, 0
C=NCC(C)(O)OC(CO)(N=c1[nH]c(N=O)co1)OC(=O)O, 999, 1
CC=NCC(C)(O)OC(CO)(N=c1[nH]c(N=O)co1)OC(=O)O, 999, 1
O=C(O)CN(CC(=O)O)CC(=O)O, 1000, 0
C=C(C(=O)O)N(CC(=O)O)CC(=O)O, 998, 2
C=C(C(=O)O)N(CC(=O)O)C(=C)C(=O)O, 992, 8
C=C(C(=O)O)N(CC(=O)O)CC(=O)O, 993, 7
C=C(C(=O)O)N(CC(=O)O)C(N)C(=O)O, 996, 4
C=C(C(=O)O)N(CC(=O)O)C(N)C=O, 997, 3
C=C(C(=O)ON)N(CC(=O)O)C(N)C=O, 997, 3
C=C(C(=O)ON)N(CC=O)CC(=O)O, 993, 7
NOC(=O)C(=C=O)N(CC=O)CC(=O)O, 996, 4
NOC(=O)C(=C=O)N(CC=O)C(=O)C(=O)O, 1000, 0
CC(=O)CN(C(=O)C(=O)O)C(=C=O)C(=O)ON, 1000, 0
C=CC(=O)CN(C(=O)C(=O)O)C(=C=O)C(=O)ON, 1000, 0
C=CC(=O)CN(C(=O)C(=O)O)C(=C=O)C=O, 1000, 0
C=CC(=O)CN(C(=O)CO)C(=C=O)C=O, 999, 1
C=CC(=O)C(=O)N(C(=O)CO)C(=C=O)C=O, 1000, 0
N=C=CC(=O)C(=O)N(C(=O)CO)C(=C=O)C=O, 997, 3
O=C=C(C=O)N(C(=O)CO)C(=O)C(=O)C1=C=N1, 999, 1
C=NCC(=O)C(=O)N(C(=O)CO)C(=C=O)C=O, 999, 1
C=NCC(=O)C(=O)N(C(=O)CO)C(=C=O)CO, 1000, 0
NCC(=O)C(=O)N(C(=O)CO)C(=C=O)CO, 1000, 0
CC(O)C(=C=O)N(C(=O)CO)C(=O)C(=O)CN, 1000, 0
CC(=O)N(C(=O)C(=O)CN)C(=C=O)C(C)O, 1000, 0
CC(=O)N(C(=O)C(=O)CN)C(=C=O)C(C)(O)O, 1000, 0
CC(=O)N(C(=O)C(=O)C#N)C(=C=O)C(C)(O)O, 994, 6
CCC(O)(O)C(=C=O)N(C(C)=O)C(=O)C(=O)C#N, 998, 2
C=C(C)C(O)(O)C(=C=O)N(C(C)=O)C(=O)C(=O)C#N, 994, 6
C=CC(=O)N(C(=O)C(=O)C#N)C(=C=O)C(O)(O)C(=C)C, 986, 14
C=C(C)C(O)(O)C(=C=O)NC(=O)C(=O)C#N, 991, 9
CC(=C=O)C(O)(O)C(=C=O)NC(=O)C(=O)C#N, 993, 7
C=CC(=C=O)C(O)(O)C(=C=O)NC(=O)C(=O)C#N, 973, 27
C=CC(=C=O)C(O)(O)C(=C=O)NC(=O)C(O)C#N, 947, 53
C=CC(=C)C(O)(O)C(=C=O)NC(=O)C(O)C#N, 938, 62
C=CC(=C)C(O)(O)C(=C=O)NC(O)C(O)C#N, 950, 50
C=C(C=CC)C(O)(O)C(=C=O)NC(O)C(O)C#N, 939, 61
C=C(C=CC)C(O)(O)C(=C=O)NC(O)C(O)C#N, 940, 60
C=C(C=CC)C(O)C(=C=O)NC(O)C(O)C#N, 945, 55
C=C(C=CCC)C(O)C(=C=O)NC(O)C(O)C#N, 945, 55
N#CC(O)C(O)NC=C=O, 999, 1
N#CC(O)C(O)NC=CO, 995, 5
COC=CNC(O)C(O)C#N, 993, 7
CCOC=CNC(O)C(O)C#N, 997, 3
O=C(O)CN(CC(=O)O)CC(=O)O, 999, 1
C=C(C(=O)O)N(CC(=O)O)CC(=O)O, 993, 7
C=C(NCC(=O)O)C(=O)O, 965, 35
C=C(NC(=O)C(=O)O)C(=O)O, 1000, 0
CC(NC(=O)C(=O)O)C(=O)O, 973, 27
CC(C=O)NC(=O)C(=O)O, 975, 25
CC(NC(=O)C(=O)O)C(=O)O, 973, 27
COC(=O)C(=O)NC(C)C(=O)O, 980, 20
COC(=O)C(=O)NCC(=O)O, 979, 21
COC(=O)C(=O)NCC(=O)O, 977, 23
CNC(=O)C(=O)OC, 1000, 0
O=c1[nH]c#coc1=O, 936, 64
O=C1COC#CN1, 924, 76
O=C1COC=CN1, 999, 1
CC1=CNC(=O)CO1, 1000, 0
N=CC1=CNC(=O)CO1, 1000, 0
O=C1COC(C=NO)=CN1, 1000, 0
O=C1COC(C=NO)=C(O)N1, 1000, 0
COC1=C(C=NO)OCC(=O)N1, 997, 3
COC1=C(C=NO)OC(C)C(=O)N1, 1000, 0
COC1=C(C=NO)OC(C)(C)C(=O)N1, 998, 2
COC1=C(C=NO)OC(C)(CO)C(=O)N1, 1000, 0
COC1=C(C=NO)OC(C=N)(CO)C(=O)N1, 998, 2
COC1=C(CNO)OC(C=N)(CO)C(=O)N1, 995, 5
COC1=C2OC(C=N)(C(=O)N1)C(O)C2NO, 844, 156
COC1=C2OC(C(C)=N)(C(=O)N1)C(O)C2NO, 891, 109
C=CC(=N)C12OC(=C(OC)NC1=O)C(NO)C2O, 885, 115
COC1=C2OC3(C(=N)C=CN1C3=O)C(O)C2NO, 0, 1000
COC1=C2OC3(C(=N)C=CN1C3=O)C(=O)C2NO, 0, 1000
CN=C1C=CN2C(=O)C13OC(=C2OC)C(NO)C3=O, 0, 1000
CN=C1C=CN2C(=O)C1C(=O)C(NO)C(O)=C2OC, 971, 29
CN=C1C=C(O)N2C(=O)C1C(=O)C(NO)C(O)=C2OC, 973, 27
COC1=C(O)C2(NO)CN=C3C=C(O)N1C(=O)C3C2=O, 0, 1000
COC1=C(O)C2(NO)CN=C3C=C(ON)N1C(=O)C3C2=O, 0, 1000
COC1=C(O)C2(N=O)CN=C3C=C(ON)N1C(=O)C3C2=O, 1, 999
