SMILES
[B-](F)(F)(F)F.CN(C)CCC[NH+]=C1C=C(OC2=C1C=C(C=C2)Cl)C3=CC=CC=C3
[Be+2].O.O.O.O.[O-]S(=O)(=O)[O-]
[BH3-][P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)([O-])[O-].[Na+].[Na+].[Na+]
[BH3-][P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)([O-])[O-].[Na+].[Na+].[Na+]
[C-]#[N+]C(C1=CC=CC=C1)OC2C(C(C(C(O2)CO)O)O)O
[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4]
[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.N#[O+].[Na+].[Na+].[Fe+2]
[C-]#N.[C-]#N.[K+].[Ag+]
[C-]#N.[C-]#N.[K+].[Au+]
[C-]#N.[Cu+]
[Ca+2].[Br-].[Br-]
[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Co+2]
[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Cr+2]
[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Fe+2]
[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Ni+2]
[CH-]1C=CC=C1.[CH-]1C=CC=C1.Cl[V]Cl
[Cl-].[Cl-].[Ba+2]
[Cl-].[Cl-].[Ca+2]
[Cl-].[Cl-].[Cd+2]
[Cl-].[Cl-].[Cl-].[Fe+3]
[Cl-].[Cl-].[Cu+2]
[Cl-].[Cl-].[Fe+2]
[Cl-].[Cl-].[Sn+2]
[Cu]I
[Ga]#[As]
[H+].[B-](F)(F)(F)F
[K+].[I-]
[Li+].[Cl-]
[Li+].[Li+].[O-]S(=O)(=O)[O-]
[Li+].C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
[Li+].C1=C(C=C(C=C1C(=O)[O-])S(=O)(=O)O)C(=O)O
[N+](=O)([O-])[O-].[K+]
[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ba+2]
[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ca+2]
[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Mg+2]
[N+](=O)([O-])[O-].[Na+]
[N+](=O)([O-])[O-].[Tl+]
[N+](=O)(O)[O-].[N+](=O)(O)[O-].[Cd]
[N-]=[N+]=[N-].[Na+]
[N-]=[N+]=N[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
[Na+].[Br-]
[Na+].[I-]
[NH2-].[NH2-].Cl[Pt+2]Cl
[NH3+]O.[NH3+]O.[O-]S(=O)(=O)[O-]
[NH4+].[N+](=O)([O-])[O-]
[NH4+].[NH4+].[O-]S(=O)(=O)OOS(=O)(=O)[O-]
[NH4+].[NH4+].[O-]S(=O)(=S)[O-]
[NH4+].[O-]Cl(=O)(=O)=O
[NH4+].NS(=O)(=O)[O-]
[O-]/[N+](=C\c1ccc(Br)o1)Cc1ccccc1
[O-]/[N+](=C\c1ccccc1)Cc1ccccc1
[O-]/[N+](=C\c1nc(-c2ccccc2)ns1)C1CCCCC1
[O-]/[N+](=C\c1nc(-c2ccccc2)ns1)Cc1ccccc1
[O-]/[N+](Cc1ccccc1)=C1/CCc2ccccc21
[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+]
[O-][N+]1=Cc2ccccc2C(O)C12CCCC2
[O-][N+]1=Cc2ccccc2C(O)C12CCCCC2
[O-][N+]1=Cc2ccccc2CC12CCOCC2
[O-][N+]1=Cc2ccccc2CCC12CCCCC2
[O-][N+]1=Cc2ccccc2CCC12CCOCC2
[O-][n+]1onc2cc(OCc3ccc(Br)cc3)ccc21
[O-][n+]1onc2cc(OCc3ccc(Br)cc3F)ccc21
[O-][n+]1onc2cc(OCc3ccc(C(F)(F)F)cc3)ccc21
[O-][n+]1onc2cc(OCc3ccc(Cl)cc3)ccc21
[O-][n+]1onc2cc(OCc3ccc(F)cc3)ccc21
[O-][n+]1onc2cc(OCc3ccc4ccccc4c3)ccc21
[O-][n+]1onc2cc(OCc3ccccc3)ccc21
[O-][n+]1onc2cc(OCc3nc4ccccc4s3)ccc21
[O-][n+]1onc2cc(OCCc3ccccc3)ccc21
[O-][S+](/C=C/c1ccc(O)c(O)c1)Cc1ccc(C(F)(F)F)cc1
[O-][S+](/C=C/c1ccc(O)c(O)c1)Cc1ccc(Cl)cc1
[O-][S+](/C=C/c1ccc(O)c(O)c1)Cc1ccccc1
[O-][S+](/C=C/c1ccc(O)c(O)c1)CCc1ccccc1
[O-][S+](/C=C/c1ccc(O)c(O)c1)CCCc1ccccc1
[O-][S+](/C=C/c1ccc(O)c(O)c1)CCCCc1ccccc1
[O-][Se](=O)[O-].[Na+].[Na+]
[O-]Br(=O)=O.[Na+]
[O-]Cl(=O)(=O)=O.[K+]
[O-]Cl(=O)=O.[K+]
[O-]Cl(=O)=O.[Na+]
[O-]Cl.[Na+]
[O-]Cl=O.[Na+]
[O-]S(=O)(=O)[O-].[Fe+2]
[O-]S(=O)(=O)[O-].[Na+].[Na+]
[O-]S(=O)(=O)OOS(=O)(=O)[O-].[K+].[K+]
[O-]S(=O)(=O)OOS(=O)(=O)[O-].[Na+].[Na+]
[O-]S(=O)(=O)SSS(=O)(=O)[O-].[K+].[K+]
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
B(C1=C(C=CC(=C1)CNC(C(C)C)C(=O)OC)OC)(O)O
B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3
B(F)(F)F.O.O
B(O)(O)O
B(OC(C)C)(OC(C)C)OC(C)C
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
B[P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
BP(=O)(OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
Br.c1ccc(-c2ccc(C3CN4CCCCC4CO3)cc2)cc1
Br.CC(C)(C)c1cc(-c2ccc(C3(O)CN4CCCCC4CO3)cc2)cc(C(C)(C)C)c1O
Br.CC(C)(C)c1ccc(-c2ccc(C3(O)CN4CCCCC4CO3)cc2)cc1
Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
Br.CCCN(CCN1CCN(c2ccc(-c3cccc(O)c3)cc2)CC1)[C@H]1CCc2c(O)cccc2C1
Br.CCCN(CCN1CCN(c2ccc(-c3cccc(O)c3)cc2)CC1)[C@H]1CCc2nc(N)sc2C1
Br.CN1C=C(c2ccc(-c3ccccc3)cc2)OC2CCCCC21
Br.CN1CC(c2ccc(-c3ccccc3)cc2)OC2CCCCC21
Br.CN1CC(O)(c2ccc(-c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)cc2)OC2CCCCC21
Br.CN1CC(O)(c2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)OC2CCCCC21
Br.CN1CC(O)(c2ccc(-c3ccc(C(C)(C)C)cc3)cc2)OC2CCCCC21
Br.CN1CC(O)(c2ccc(-c3ccc(O)cc3)cc2)OC2CCCCC21
Br.CN1CC(O)(c2ccc(-c3ccc4ccccc4c3)cc2)OC2CCCCC21
Br.CN1CC(O)(c2ccc(-c3ccccc3)cc2)OC2CCCCC21
Br.CN1CC(O)(c2ccc(C3=NCCS3)cc2)OC2CCCCC21
Br.CN1CC(O)(c2ccc(C3CCCCC3)cc2)OC2CCCCC21
Br.CN1CC(O)(c2ccc3c(ccc4ccccc43)c2)OC2CCCCC21
Br.CN1CC(O)(c2ccc3ccccc3c2)OC2CCCCC21
Br.CN1CCOC(c2ccc(-c3ccccc3)cc2)C1
Br.CN1CCOC(O)(c2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)C1
Br.CN1CCOC(O)(c2ccc(-c3ccc(C(C)(C)C)cc3)cc2)C1
Br.CN1CCOC(O)(c2ccc(-c3ccc4ccccc4c3)cc2)C1
Br.CN1CCOC(O)(c2ccc(-c3ccccc3)cc2)C1
Br.CN1CCOC(O)(c2ccc(C3=NCCS3)cc2)C1
Br.CN1CCOC(O)(c2ccc(C3CCCCC3)cc2)C1
Br.CN1CCOC(O)(c2ccc3c(ccc4ccccc43)c2)C1
Br.CN1CCOC(O)(c2ccc3ccccc3c2)C1
Br.CN1CCOC(OCCCO)(c2ccc(-c3ccc4ccccc4c3)cc2)C1
Br.CN1CCOC(OCCCO)(c2ccc(-c3ccccc3)cc2)C1
Br.CN1CCOC(OCCCO[N+](=O)[O-])(c2ccc(-c3ccc4ccccc4c3)cc2)C1
Br.CN1CCOC(OCCCS)(c2ccc(-c3ccc4ccccc4c3)cc2)C1
Br.CN1CCOC(OCCCS)(c2ccc(-c3ccccc3)cc2)C1
Br.CN1CCSC(c2ccc(-c3ccccc3)cc2)C1
Br.COc1ccc2cc(-c3ccc(C4(O)CN(C)C5CCCCC5O4)cc3)ccc2c1
Br.COc1ccc2cc(-c3ccc(C4(O)CN(C)CCO4)cc3)ccc2c1
Br.COc1ccc2cc(-c3ccc(C4(O)CN5CCCCC5CO4)cc3)ccc2c1
Br.COc1ccc2cc(-c3ccc(C4(OCCCO)CN(C)CCO4)cc3)ccc2c1
Br.COc1ccc2cc(-c3ccc(C4(OCCCO[N+](=O)[O-])CN(C)CCO4)cc3)ccc2c1
Br.COc1ccc2cc(-c3ccc(C4(OCCCS)CN(C)CCO4)cc3)ccc2c1
Br.COc1ccc2cc(C3(O)CN(C)C4CCCCC4O3)ccc2c1
Br.COc1ccc2cc(C3(O)CN(C)CCO3)ccc2c1
Br.COc1ccc2cc(C3(O)CN4CCCCC4CO3)ccc2c1
Br.N=c1sc2ccccc2n1CCO
Br.O=[N+]([O-])c1ccc(-c2ccc(C3(O)CN4CCCCC4CO3)cc2)cc1
Br.O=c1c(-c2ccc(O)cc2)coc2cc(OCCCCN3CCCCC3)ccc12
Br.OC1(c2ccc(-c3ccc4ccccc4c3)cc2)CN2CCCCC2CO1
Br.OC1(c2ccc(-c3ccccc3)cc2)CN2CCCCC2CO1
Br.OC1(c2ccc(C3=NCCS3)cc2)CN2CCCCC2CO1
Br.OC1(c2ccc(C3CCCCC3)cc2)CN2CCCCC2CO1
Br.OC1(c2ccc3c(ccc4ccccc43)c2)CN2CCCCC2CO1
Br.OC1(c2ccc3ccccc3c2)CN2CCCCC2CO1
Br.Oc1ccc(-c2ccc(C3(O)CN4CCCCC4CO3)cc2)cc1
Brc1cc2c(cc1C(c1c(-c3ccccc3)[nH]c3ccccc13)c1c(-c3ccccc3)[nH]c3ccccc13)OCO2
Brc1ccc(-c2csc(N/N=C/c3cc4ccccc4s3)n2)cc1
Brc1ccc(-c2nc(-c3ccc4nc[nH]c4c3)no2)cc1
Brc1ccc(-c2nnc(Nc3ncccn3)o2)cc1
Brc1ccc(-c2nnn3c2C2c4ccccc4CCN2Cc2ccccc2-3)cc1
Brc1ccc(-c2nsc(-c3ccc(Br)cc3)n2)cc1
Brc1ccc(/C=C/CSSC/C=C/c2ccc(Br)cc2)cc1
Brc1ccc(/C=N/c2ccc(-c3nc4ccccc4o3)cc2)cc1
Brc1ccc([C@H]2CC(c3ccccc3)=NN2c2ncc(Br)cn2)cc1
Brc1ccc(C2=NN(c3ccccc3)C(c3ccc(Br)cc3)C2)cc1
Brc1ccc(C2=NN(c3ncc(Br)cn3)[C@@H](c3ccc(Br)cc3)C2)cc1
Brc1ccc(Cn2cc(COc3ccccc3)nn2)cc1
Brc1ccc(CNc2ccc(-c3nc4ccccc4o3)cc2)cc1
Brc1ccc(N2N=C3/C(=C/c4ccccc4)CCCC3C2c2ccccc2)cc1
Brc1ccc2c(c1)Cc1c-2[nH]c2ccccc12
Brc1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1
Brc1ccc2nc(-c3ccco3)cc(-c3ccccc3)c2c1
Brc1ccc2nc(C3CCCCC3)cc(-c3ccccc3)c2c1
Brc1cccc(-c2nnc(COc3ccc(/C=N/Nc4nc5ccccc5s4)cc3)o2)c1
Brc1cccc(-c2nnc(COc3ccccc3/C=N\Nc3nc4ccccc4s3)o2)c1
Brc1cccc(-c2nnc(Nc3ncccn3)o2)c1
Brc1cccc(-c2nsc(-c3cccc(Br)c3)n2)c1
Brc1cccc(/C=C/CSSC/C=C/c2cccc(Br)c2)c1
Brc1cccc2cc(-c3ccccc3)oc12
Brc1ccccc1-c1nnc(COc2ccc(/C=N/Nc3nc4ccccc4s3)cc2)o1
Brc1ccccc1-c1nsc(-c2ccccc2Br)n1
Brc1cccnc1SC12CC3CC(CC(C3)C1)C2
Brc1cncc(SC23CC4CC(CC(C4)C2)C3)c1
C#C[C@]12C=C(C#N)C(=O)C=C1[C@@]1(C)C=C(C#N)C(=O)C(C)(C)[C@@H]1CC2
C#CC(CCC(=O)O)N
C#CC1(C#C)C=CC(=O)C(C#N)=C1
C#CC1(C)C=C(C#N)C(=O)CC1
C#CC1(C)C=CC(=O)C(C#N)=C1
C#CC1(C=C)C=CC(=O)C(C#N)=C1
C#CC1(CC)C=CC(=O)C(C#N)=C1
C#CC1(CCCCC1)O
C#CC12C=C(C#N)C(=O)C=C1C(C)(C)CC2
C#CC12C=C(C#N)C(=O)C=C1CCC2
C#CC1=CC=C(C=C1)C2=CC=CC=C2F
C#CC1=CC=C(C=C1)CN2CCN(C(C2)CCO)CCC3=CC=CC=C3
C#CC1=CC=C(C=C1)CN2CCN(C(C2)CCO)CCCC3=CC=CC=C3
C#CC[N+]1(CCOCC1)CC#CC2=CC=CC3=CC=CC=C32.[Br-]
C#CCN(C)[C@H](C)Cc1ccc(NCc2cc([N+](=O)[O-])ccc2O)cc1
C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(Cl)ccc2O)cc1
C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(F)ccc2O)cc1
C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(N(C)C)ccc2O)cc1
C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(O)ccc2O)cc1
C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(OC)ccc2O)cc1
C#CCN(C)[C@H](C)Cc1ccc(NCc2ccc(OC)cc2O)cc1
C#CCN(C)[C@H](C)Cc1ccc(NCc2cccc(OC)c2O)cc1
C#CCN(C)[C@H](C)Cc1ccc(NCc2ccccc2O)cc1
C#CCN(C)[C@H](C)Cc1ccc(NCc2ncccc2C)cc1
C#CCN(C)[C@H](C)Cc1ccc(NCc2ncccc2OC)cc1
C#CCN(C)[C@H](C)Cc1ccccc1
C#CCN(C)Cc1ccccc1
C#CCN(C)Cc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCN(C)CCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCN(C)CCCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCN(C)CCCn1ccc(=O)c(O)c1C
C#CCN(C)CCCOc1ccc(Cl)cc1Cl
C#CCN(CC#C)Cc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCN(CC#N)Cc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCN(CC#N)CCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCN(CC)Cc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCN(CC)CCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCN(CC1=CC=CO1)C(=O)C2=CC=C(C=C2)OC3CCN(CC3)CC4=CC=CC=N4
C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CCC1CCN(Cc2ccccc2)CC1
C#CCN(Cc1ccccc1)Cc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCN(Cc1cn(-c2cc(NC(=S)NCC)ncn2)cn1)C(C)=O
C#CCN(CCC)Cc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCN(CCCC)Cc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1OC
C#CCN1C(=O)C(=CC2=CC=C(O2)C3=CC(=C(C=C3)Cl)C(=O)O)SC1=O
C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F
C#CCN1C2=C(C=CC=C2Cl)SC1=NC(=O)C3=CC=CO3
C#CCN1C2=CC=CC=C2C3(C1=O)OCCO3
C#CCN1C2=CC=CC=C2SC3=C1N=CC=C3
C#CCN1C=C(C=C(C1=O)C(=O)NC2=CC=CC=C2)Cl
C#CCN1C=CC(=C(C1=O)CC2=C(C=CC=C2Cl)F)O
C#CCN1C=CC(=C(C1=O)CC2=CC=CC=C2)O
C#CCN1C=NC2=C(C1=O)OC3=CC=CC=C32
C#CCN1CCN(CC1)C2=CC=CC(=C2)C(F)(F)F
C#CCN1CCN(Cc2cn(-c3cc(NC(=S)NCC)ncn3)cn2)CC1
C#CCn1nc(/C=C/c2c[nH]c3ccc(OC)cc23)oc1=O
C#CCN[C@@H]1CCc2ccccc21
C#CCNC(=O)/C=C/c1c[nH]c2ccc(OC)cc12
C#CCNC(=O)C1=C(C=C(C=C1)OCC2=CC=CC=C2)Cl
C#CCNC(=O)C1=CC(CC(O1)OCC2=CC=C(C=C2)CO)C3=CC4=C(C=C3)OCO4
C#CCNC(=O)C1=CC=CN1C2=C(C=C(C=N2)C(F)(F)F)Cl
C#CCNCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCNCCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCNCCCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1
C#CCO
C#CCOC(=O)C1=CN(C(=O)C(=C1)Cl)CC2=C(C=C(C=C2)Cl)Cl
C#CCOC1=C(C2=CC=CC=C2C=C1)C=C(C#N)C3=CC=C(C=C3)C(=O)O
C#CCOC1=C(C=C(C=C1)Cl)C=NO
C#CCOC1=CC=C(C=C1)C=C2C(=O)N(C(=S)S2)CC3=CN=CC=C3
C#CCOC1=COC(=CC1=O)COC(=O)C2=CC=CC=C2
C#CCOc1ccc2cc(C(=O)NCCn3ccc(=O)c(O)c3C)c(=O)oc2c1
C#CCSC1=C(C(=CC(=N1)C2=CC=CC=C2)C(F)(F)F)C#N
C#CCSC1=C(C=CC(=N1)C2=CC=CS2)C#N
C#CCSC1=CC=C(O1)C2=CC=C(C=C2)[N+](=O)[O-]
C#CCSC1=NC=C(C(=O)N1)S(=O)(=O)C2=CC=CC=C2
C#CCSC1=NN=C(O1)C2=C(C3=CC=CC=C3S2)Cl
C#CCSC1=NN=C(O1)C2=CC=C(C=C2)[N+](=O)[O-]
C#CCSC1=NN=C(O1)C2=CC=C(C=C2)O
C#CCSC1=NN=C(O1)C2=CC=CC3=CC=CC=C32
C#CCSC1=NNC(=N1)C2=CC=CO2
C(#N)[N-]C#N.[Na+]
C(#N)[S-].[K+]
C(#N)[S-].[Na+]
C(#N)[S-].[NH4+]
C(#N)C(=C(C#N)C#N)C#N
C(#N)C(=C(C#N)N)N
C(#N)C(Br)Br
C(#N)C(C(=O)N)(Br)Br
C(#N)C(Cl)(Cl)Cl
C(#N)C(Cl)Cl
C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl
C(#N)C1=C(C(=C(C(=N1)Cl)Cl)Cl)Cl
C(#N)C1=C(NC(=O)S1)Cl
C(#N)N
C(#N)N=C(N)N
C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl
C(=C(Cl)Cl)(Cl)Cl
C(=C(Cl)Cl)Cl
C(=C(I)I)(I)I
C(=C/C1CC(c2ccc3[nH]c4c(c3c2)CCCC4)=NN1)\c1ccccc1
C(=C/c1ccc2c(c1)OCO2)\C=N\c1ccccc1
C(=C/c1ccc2c(c1)OCO2)\C=N\c1nc2ccccc2s1
C(=C/c1ccc2c(c1)OCO2)\C=N\c1nccs1
C(=C/c1ccc2ccccc2c1)\c1ccccc1
C(=C/c1ccccc1)\c1ccccc1
C(=C/c1nc2ccccc2[nH]1)\c1ccc2c(c1)OCO2
C(=CC#N)C#N
C(=CC(=O)Cl)C(=O)Cl
C(=CC(=O)O)C(=O)O
C(=CCl)Cl
C(=N)(N)[Se]
C(=N)(N)N.C(=N)(N)N.C(=O)(O)O
C(=N)(N)N[N+](=O)[O-]
C(=N)(N)S(=O)O
C(=N/c1ccc(-c2nc3ccccc3o2)cc1)\c1ccccc1
C(=N/c1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)\c1ccc(Oc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
C(=N/c1ccccc1)\c1ccccc1
C(=N/Nc1cc(N/N=C/c2ccccc2)[nH]n1)\c1ccccc1
C(=N/Nc1nc(-c2ccccc2)cs1)\c1cccs1
C(=N/Nc1nc(C23CC4CC(CC(C4)C2)C3)cs1)\c1cc2ccccc2s1
C(=N\Nc1nc(-c2cc3ccccc3o2)cs1)\c1cn(-c2ccccc2)nc1-c1cccs1
C(=N\Nc1nc2nc3ccccc3nc2s1)\c1cn(-c2ccccc2)nc1-c1cccs1
C(=NN)(N)N
C(=NN)(N)N.C(=NN)(N)N.OS(=O)(=O)O
C(=NN)(N)N.Cl
C(=NO)C=NO
C(=O)([O-])[O-].[Sr+2]
C(=O)([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]
C(=O)(C(=O)[O-])[O-].[Ca+2]
C(=O)(C(=O)[O-])N
C(=O)(C(=O)O)O
C(=O)(C(Br)(Br)Br)O
C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[NH4+]
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O
C(=O)(C(Cl)(Cl)Br)O
C(=O)(C(Cl)(Cl)Cl)[O-].[Na+]
C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
C(=O)(C(Cl)(Cl)Cl)Cl
C(=O)(C(Cl)(Cl)Cl)N
C(=O)(C(Cl)(Cl)Cl)O
C(=O)(N)[O-].[NH4+]
C(=O)(N)N
C(=O)(N)N.OO
C(=O)(N)N=NC(=O)N
C(=O)(N)NC(=O)N
C(=O)(N)NN
C(=O)(N)NN.Cl
C(=O)(N)NNC(=O)N
C(=O)(N)NO
C(=O)[O-].[K+]
C(=O)C(=C(C(=O)O)Cl)Cl
C(=O)C(Br)(Br)Br
C(=O)C=O
C(=O)N
C(=O)NNC=O
C(=O)O[Al](OC=O)OC=O
C(=S)(C(=S)N)N
C(=S)(N)N
C(=S)(N)NC(=S)N
C(=S)(N)NN
C(=S)(N)NNC(=S)N
C(=S)(NN)NN
C(=S)=S
C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
C([N+](=O)[O-])(Br)Br
C([N+](=O)[O-])(Cl)(Cl)Cl
C(Br)(Br)Br
C(Br)Br
C(C#CCO)O
C(C#N)Br
C(C#N)C#N
C(C#N)C(=C(C#N)C#N)N
C(C#N)C(=O)NN
