ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,PSA,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX ApKa,CX BpKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA Lipinski,HBD Lipinski,#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL1302240,,,Small molecule,0,172.23,4,4,2.82,17.07,1,0,0,1,Y,0.6,None,None,3.1,3.1,1,MOL,-1,13,1,0,0,172.0888,NEUTRAL,C12H12O,O=C1CCC/C1=C\c1ccccc1
CHEMBL1307535,,,Small molecule,0,197.24,6,6,1.9,67.16,3,2,0,4,N,0.72,8.87,None,1.58,1.57,1,MOL,-1,14,5,2,0,197.1164,NEUTRAL,C9H15N3O2,CCCCNC(=O)Nc1cc(C)on1
CHEMBL254596,,,Small molecule,0,136.15,1,1,0.3,44.89,1,2,0,0,Y,0.53,None,None,-0.14,-0.14,1,MOL,-1,10,3,2,0,136.0637,NEUTRAL,C7H8N2O,O=C1NCCc2[nH]ccc21
CHEMBL1995342,,,Small molecule,0,163.18,59,59,1.4,75.84,4,1,0,1,N,0.68,None,None,0.76,0.76,1,MOL,-1,12,4,2,0,163.0746,NEUTRAL,C8H9N3O,N#Cc1nc(C2CCC2)oc1N
CHEMBL1418024,,,Small molecule,0,193.29,11,14,3.23,35.25,2,1,0,6,N,0.56,None,4.02,3.2,3.2,1,MOL,-1,14,2,2,0,193.1467,NEUTRAL,C12H19NO,CCCCCCOc1cccc(N)c1
CHEMBL1966004,,,Small molecule,0,180.21,60,60,0.44,64.35,3,2,0,3,N,0.4,12.28,3.01,0.76,0.76,1,MOL,-1,13,4,3,0,180.0899,NEUTRAL,C9H12N2O2,CC(Oc1ccccc1)C(=O)NN
CHEMBL1966764,O-HIBISCANONE,,Small molecule,0,186.21,60,61,2.16,34.14,2,0,0,0,Y,0.58,None,None,3.12,3.12,1,MOL,-1,14,2,0,0,186.0681,None,C12H10O2,CC1=Cc2cccc(C)c2C(=O)C1=O
CHEMBL1413388,,,Small molecule,0,198.22,16,25,0.43,58.92,4,2,0,5,N,0.72,13.62,None,0.34,0.34,1,MOL,-1,14,4,2,0,198.0892,NEUTRAL,C10H14O4,COc1ccccc1OC[C@H](O)CO
CHEMBL1447143,,,Small molecule,0,190.29,62,64,2.11,16.13,2,0,0,3,Y,0.73,None,9.12,1.84,0.12,1,MOL,-1,14,2,0,0,190.147,BASE,C12H18N2,c1cc(CCN2CCCCC2)ccn1
CHEMBL1990785,,,Small molecule,0,192.17,53,53,0.85,63.6,3,1,0,1,N,0.41,3.56,None,1.62,-1.74,1,MOL,-1,14,4,1,0,192.0423,ACID,C10H8O4,O=C(O)C1Cc2ccccc2OC1=O
CHEMBL1990797,,,Small molecule,0,177.2,57,57,1.34,53.25,3,1,0,4,N,0.75,13.78,None,0.96,0.96,1,MOL,-1,13,3,1,0,177.079,NEUTRAL,C10H11NO2,N#CC[C@@H](O)COc1ccccc1
CHEMBL1979551,,,Small molecule,0,172.21,56,56,-0.61,86.93,5,3,0,1,N,0.49,7.79,3.37,0,-0.14,1,MOL,-1,11,5,4,0,172.0419,NEUTRAL,C5H8N4OS,Cn1c(S)nc(C(N)=O)c1N
CHEMBL241188,,,Small molecule,0,146.19,1,5,1.07,24.92,2,1,0,1,Y,0.64,None,10.09,0.46,-2.12,1,MOL,-1,11,2,1,0,146.0844,BASE,C9H10N2,C1=C(c2ccncc2)CNC1
CHEMBL242209,,,Small molecule,0,192.21,1,2,2.08,54.37,2,1,0,3,Y,0.75,4.05,None,1.71,-1.42,1,MOL,-1,14,3,1,0,192.0786,ACID,C11H12O3,CC(=O)c1cccc([C@@H](C)C(=O)O)c1
CHEMBL1990106,,,Small molecule,0,183.17,50,50,-1.52,87.98,5,2,0,3,N,0.56,6.84,None,-0.77,-1.42,1,MOL,-1,13,6,2,0,183.0644,NEUTRAL,C7H9N3O3,O=c1cnn(C/C=C\CO)c(=O)[nH]1
CHEMBL1393845,,,Small molecule,0,133.15,2,3,1.24,44.02,2,1,0,1,Y,0.59,11.8,None,0.95,0.95,1,MOL,-1,10,2,1,0,133.0528,NEUTRAL,C8H7NO,N#CC(O)c1ccccc1
CHEMBL1985503,MEPIROXOL,MEPIROXOL,Small molecule,0,125.13,4,5,-0.19,47.17,2,1,0,1,Y,0.42,None,None,-2.03,-2.03,1,MOL,0,9,3,1,0,125.0477,NEUTRAL,C6H7NO2,[O-][n+]1cccc(CO)c1
CHEMBL1404381,,,Small molecule,0,195.26,8,9,1.47,30.49,3,1,0,5,N,0.77,None,10.07,1.5,-1.06,1,MOL,-1,14,3,1,0,195.1259,BASE,C11H17NO2,CNCCc1ccc(OC)c(OC)c1
CHEMBL1467712,,,Small molecule,0,156.21,12,12,0.07,77.82,5,3,0,1,N,0.5,9.59,7.36,0.37,0.09,1,MOL,-1,10,4,4,0,156.047,NEUTRAL,C5H8N4S,Nc1cc(N)nc(CS)n1
CHEMBL1995661,,,Small molecule,0,184.11,58,58,-1.43,120.09,4,3,0,2,N,0.49,1.34,None,-1.8,-5.37,1,MOL,-1,13,7,3,0,184.012,ACID,C6H4N2O5,O=Cc1[nH]c(=O)[nH]c(=O)c1C(=O)O
CHEMBL1486447,,,Small molecule,0,189.64,7,9,1.29,44.48,3,1,0,2,Y,0.65,None,5.03,0.83,0.83,1,MOL,-1,11,3,2,0,153.079,NEUTRAL,C8H12ClNO2,COc1ccc(N)c(OC)c1.Cl
CHEMBL1446276,,,Small molecule,0,163.18,8,8,0.7,38.33,2,1,0,0,Y,0.61,12.24,None,0.46,0.46,1,MOL,-1,12,3,1,0,163.0633,NEUTRAL,C9H9NO2,O=C1COc2ccccc2CN1
CHEMBL1476106,,,Small molecule,0,112.13,4,5,0.73,48.91,2,2,0,0,Y,0.52,4.21,3.7,0.39,-1.07,1,MOL,-1,8,3,2,0,112.0637,ACID,C5H8N2O,Cc1n[nH]c(O)c1C
CHEMBL229807,,,Small molecule,0,191.28,2,4,3.17,27.96,2,0,0,2,N,0.52,None,1.72,3.91,3.91,1,MOL,-1,14,3,0,0,191.1422,NEUTRAL,C11H17N3,Cc1cc(C)c(/N=N/N(C)C)c(C)c1
CHEMBL1525892,,,Small molecule,0,192.23,5,5,-0.12,68.94,6,0,0,2,N,0.65,None,2.83,2.01,2.01,1,MOL,-1,14,6,0,0,192.1123,NEUTRAL,C8H12N6,CN(C)c1nc(C#N)nc(N(C)C)n1
CHEMBL373144,,,Small molecule,0,173.26,2,2,1.94,12.03,1,1,0,0,Y,0.63,None,10.15,2.13,-0.5,1,MOL,-1,13,1,1,0,173.1204,BASE,C12H15N,c1ccc2c(c1)CC1CNCC2C1
CHEMBL165034,,,Small molecule,0,191.19,1,1,1.3,55.4,3,1,0,1,Y,0.73,6.28,None,1.73,0.64,1,MOL,-1,14,4,1,0,191.0582,ACID,C10H9NO3,Cc1ccc(C2OC(=O)NC2=O)cc1
CHEMBL1445867,,,Small molecule,0,152.19,1,1,2.06,33.37,2,1,0,3,Y,0.67,13.28,None,1.63,1.63,1,MOL,-1,11,2,1,0,152.0837,NEUTRAL,C9H12O2,C=CCC(C)(O)c1ccco1
CHEMBL1446074,,,Small molecule,0,183.24,7,8,0.36,68.87,4,1,0,3,N,0.54,None,2.61,-0.15,-0.15,1,MOL,-1,12,4,2,0,183.0466,NEUTRAL,C7H9N3OS,Cc1ccnc(SCC(N)=O)n1
CHEMBL237788,,,Small molecule,0,154.17,4,11,1.06,65.98,2,2,0,3,N,0.68,3.19,0.4,1.49,-1.96,1,MOL,-1,11,4,2,0,154.0742,ACID,C7H10N2O2,CCCc1cc(C(=O)O)n[nH]1
CHEMBL1180441,,,Small molecule,0,190.29,,,1.75,6.48,2,0,0,1,Y,0.67,None,7.97,2.44,1.77,1,MOL,-1,14,2,0,0,190.147,NEUTRAL,C12H18N2,Cc1cccc(N2CCN(C)CC2)c1
CHEMBL1446372,,,Small molecule,0,123.15,22,35,1.28,46.25,2,2,0,0,Y,0.51,10.09,4.48,1.35,1.35,1,MOL,-1,9,2,3,0,123.0684,NEUTRAL,C7H9NO,Cc1ccc(N)cc1O
CHEMBL429104,,1-Cyclopentyluracil,Small molecule,0,180.21,1,3,0.65,54.86,3,1,0,1,Y,0.69,10.06,None,0.72,0.72,1,MOL,-1,13,4,1,0,180.0899,NEUTRAL,C9H12N2O2,O=c1ccn(C2CCCC2)c(=O)[nH]1
CHEMBL1185059,,,Small molecule,0,192.26,,,1.17,55.12,2,2,0,4,N,0.75,None,9.26,0.74,-1.1,1,MOL,-1,14,3,3,0,192.1263,BASE,C11H16N2O,CCC(=O)NCc1cccc(CN)c1
CHEMBL1450910,,,Small molecule,0,197.24,4,4,-0.09,56.03,5,1,0,3,N,0.74,None,None,0.4,0.4,1,MOL,-1,14,5,1,0,197.1164,NEUTRAL,C9H15N3O2,CCCNc1cc(=O)n(C)c(=O)n1C
CHEMBL1450969,,,Small molecule,0,199.64,7,8,0.74,67.15,3,3,0,3,N,0.38,12.1,2.89,0.42,0.42,1,MOL,-1,13,4,4,0,199.0512,NEUTRAL,C8H10ClN3O,NNC(=O)CNc1ccccc1Cl
CHEMBL1451230,,,Small molecule,0,174.18,7,9,-0.09,93.28,4,2,0,1,N,0.58,-4.29,5.56,-2.96,-2.7,1,MOL,-1,11,5,3,0,174.0099,ACID,C5H6N2O3S,Nc1ccc(S(=O)(=O)O)cn1
CHEMBL1974978,,,Small molecule,0,193.25,58,58,1.58,63.32,2,2,0,3,N,0.77,2.42,9.01,-0.15,-0.16,1,MOL,-1,14,3,3,0,193.1103,ZWITTERION,C11H15NO2,CC(C)C(N)(C(=O)O)c1ccccc1
CHEMBL1995346,,,Small molecule,0,194.23,48,48,1.71,38.69,3,1,0,4,N,0.79,None,None,1.5,1.5,1,MOL,-1,14,3,1,0,194.0943,NEUTRAL,C11H14O3,COc1ccc(/C=C/CO)cc1OC
CHEMBL1985588,,,Small molecule,0,128.13,59,59,-1.15,76.7,4,2,0,1,N,0.47,9.97,2.62,-0.16,-0.16,1,MOL,-1,9,5,3,0,128.0698,NEUTRAL,C4H8N4O,CCc1n[nH]c(=O)n1N
CHEMBL1970567,,,Small molecule,0,196.25,51,51,1.56,38.69,3,1,0,6,N,0.55,None,None,1.64,1.64,1,MOL,-1,14,3,1,0,196.1099,NEUTRAL,C11H16O3,C[C@@H](CO)OCOCc1ccccc1
CHEMBL1966398,,,Small molecule,0,152.16,53,53,0.07,77.3,5,1,0,0,N,0.42,None,None,-0.15,-0.15,1,MOL,-1,11,5,2,0,152.0698,NEUTRAL,C6H8N4O,N/N=C1/CCCc2nonc21
CHEMBL1506286,,,Small molecule,0,177.25,3,3,1.88,30.71,3,0,0,1,Y,0.66,None,2.97,1.26,1.26,1,MOL,-1,13,3,0,0,177.1266,NEUTRAL,C10H15N3,C1CCc2nnc(C3CC3)n2CC1
CHEMBL389964,,,Small molecule,0,175.24,10,23,0.63,28.16,3,1,0,1,Y,0.68,None,9.67,0.34,-1.9,1,MOL,-1,13,3,1,0,175.1109,BASE,C10H13N3,c1cncc(N2CC3CC2CN3)c1
CHEMBL1467825,,,Small molecule,0,195.22,6,7,2.35,59.61,3,1,0,0,Y,0.65,13.56,None,1.61,1.61,1,MOL,-1,15,3,1,0,195.0796,NEUTRAL,C12H9N3,N#CC(C#N)=C1CCc2ccccc2N1
CHEMBL466836,,,Small molecule,0,195.61,1,1,1.13,65.78,3,1,0,2,N,0.72,11.77,0.21,0.98,0.98,1,MOL,-1,13,4,1,0,195.0199,NEUTRAL,C8H6ClN3O,N#Cc1ccc(NC(=O)CCl)nc1
CHEMBL458840,,,Small molecule,0,143.17,3,6,1.21,43.1,4,0,0,2,N,0.46,None,None,1.61,1.61,1,MOL,-1,9,3,0,0,143.0041,NEUTRAL,C5H5NO2S,CSc1nc(C=O)co1
CHEMBL467063,,,Small molecule,0,155.2,3,6,1.75,46.26,3,1,0,1,Y,0.67,13.03,None,1.06,1.06,1,MOL,-1,11,3,1,0,155.0946,NEUTRAL,C8H13NO2,CC(C)(C)C(O)c1cocn1
CHEMBL446047,,(+)-6-Hydroxymellein,Small molecule,0,194.19,17,19,1.2,66.76,4,2,0,0,N,0.61,8.51,None,2.28,2.24,1,MOL,-1,14,4,2,0,194.0579,NEUTRAL,C10H10O4,C[C@H]1Cc2cc(O)cc(O)c2C(=O)O1
CHEMBL457766,,,Small molecule,0,180.64,3,3,1.69,24.39,2,1,0,1,Y,0.7,None,8.33,1.83,0.86,1,MOL,-1,12,2,1,0,180.0454,NEUTRAL,C9H9ClN2,Clc1ccccc1C1=NCCN1
CHEMBL1533226,,,Small molecule,0,188.62,9,9,0.12,84.06,5,3,0,3,N,0.59,None,3.06,-0.58,-0.58,1,MOL,-1,12,5,4,0,188.0465,NEUTRAL,C6H9ClN4O,Nc1c(Cl)ncnc1NCCO
CHEMBL484053,,,Small molecule,0,193.2,1,1,1.12,58.56,3,2,0,4,N,0.7,9.71,None,0.79,0.79,1,MOL,-1,14,4,2,0,193.0739,NEUTRAL,C10H11NO3,COc1ccc(O)c(/C=C/NC=O)c1
CHEMBL443141,,,Small molecule,0,153.2,1,2,1.59,12.03,1,1,0,3,Y,0.69,None,9.87,1.96,-0.44,1,MOL,-1,11,1,1,0,153.0954,BASE,C9H12FN,CNCCc1ccccc1F
CHEMBL1190014,,,Small molecule,0,181.24,,,-0.12,79.09,2,3,0,4,N,0.34,None,12.17,-0.52,-2.99,1,MOL,-1,13,5,4,0,181.1327,BASE,C8H15N5,C/N=C(\N)NCCCc1c[nH]cn1
CHEMBL1190707,,,Small molecule,0,165.17,,,0.88,50.41,3,2,0,0,Y,0.6,None,9.71,0.62,-0.75,1,MOL,-1,12,3,3,0,165.0702,BASE,C8H8FN3,NC1=Nc2c(F)cccc2CN1
CHEMBL455753,,NCI-23869,Small molecule,0,194.19,2,2,1.8,48.67,4,0,0,2,N,0.67,None,None,0.88,0.88,1,MOL,-1,14,4,0,0,194.0579,NEUTRAL,C10H10O4,COC1=CC(=O)OC(c2ccco2)C1
CHEMBL1190822,,,Small molecule,0,169.25,,,0.54,64.93,4,2,0,0,N,0.6,None,9.87,0.45,-1.91,1,MOL,-1,11,3,4,0,169.0674,BASE,C7H11N3S,Nc1nc2c(s1)C[C@H](N)CC2
CHEMBL1477654,,,Small molecule,0,165.26,11,12,1.92,3.24,1,0,0,1,Y,0.58,None,None,2.16,2.16,1,MOL,-1,11,1,0,0,165.0612,None,C9H11NS,CN(C)C(=S)c1ccccc1
CHEMBL1543397,,,Small molecule,0,173.17,5,7,0.47,79.77,3,1,0,2,N,0.52,None,4.72,-0.08,-0.08,1,MOL,-1,13,4,2,0,173.0589,NEUTRAL,C9H7N3O,N#C/C(=C\c1ccncc1)C(N)=O
CHEMBL1528915,,,Small molecule,0,189.26,72,74,1.1,19.37,3,0,0,1,Y,0.66,None,6.71,0.76,0.68,1,MOL,-1,14,3,0,0,189.1266,NEUTRAL,C11H15N3,c1cc(C2N3CCCN2CC3)ccn1
CHEMBL447048,,,Small molecule,0,174.15,3,14,1.33,54.37,3,1,0,0,Y,0.65,7.36,None,1.19,0.87,1,MOL,-1,13,3,1,0,174.0317,NEUTRAL,C10H6O3,O=C1C=CC(=O)c2cc(O)ccc21
CHEMBL466982,,,Small molecule,0,169.25,1,1,0.89,42.98,2,2,0,1,Y,0.61,None,None,0.75,0.75,1,MOL,-1,11,3,3,0,169.0674,NEUTRAL,C7H11N3S,Cc1ccc(C)n1NC(N)=S
CHEMBL458643,,3-Ethoxybenzamide,Small molecule,0,165.19,3,3,1.18,52.32,2,1,0,3,Y,0.73,None,None,1.02,1.02,1,MOL,-1,12,3,2,0,165.079,NEUTRAL,C9H11NO2,CCOc1cccc(C(N)=O)c1
CHEMBL504829,,,Small molecule,0,165.19,2,2,1.1,52.32,2,1,0,2,Y,0.71,None,None,1.18,1.18,1,MOL,-1,12,3,2,0,165.079,NEUTRAL,C9H11NO2,COc1cccc(C(N)=O)c1C
CHEMBL1498337,,,Small molecule,0,188.19,5,6,1.4,51.55,4,0,0,1,N,0.49,None,4.68,0.77,0.77,1,MOL,-1,14,4,0,0,188.0586,NEUTRAL,C10H8N2O2,CC1=N/C(=C/c2cccnc2)C(=O)O1
CHEMBL1467165,,Isopropyl 4-Aminobenzoate,Small molecule,0,179.22,5,13,1.83,52.32,3,1,0,2,Y,0.56,None,2.8,1.92,1.92,1,MOL,-1,13,3,2,0,179.0946,NEUTRAL,C10H13NO2,CC(C)OC(=O)c1ccc(N)cc1
CHEMBL271578,,,Small molecule,0,175.24,3,3,1.37,36.42,3,2,0,1,Y,0.68,None,10,1.79,-0.41,1,MOL,-1,13,3,2,0,175.1109,BASE,C10H13N3,Cc1ccc(NC2=NCCN2)cc1
CHEMBL1562934,,,Small molecule,0,195.29,19,21,2.11,37.28,2,2,0,2,Y,0.43,6.91,5.14,2.58,2.15,1,MOL,-1,13,3,1,0,195.083,NEUTRAL,C9H13N3S,CCN=C(S)Nc1cc(C)ccn1
CHEMBL261133,,,Small molecule,0,196.21,1,5,-0.14,100.19,7,3,0,2,N,0.57,11.51,8.05,1.09,0.36,1,MOL,-1,14,7,4,0,196.1073,NEUTRAL,C7H12N6O,Nc1nc(NO)nc(N2CCCC2)n1
CHEMBL1519270,,,Small molecule,0,166.61,2,3,2.22,36.68,2,0,0,0,Y,0.55,None,None,2.08,2.08,1,MOL,-1,11,2,0,0,166.0298,NEUTRAL,C8H7ClN2,Cc1cc(C)c(C#N)c(Cl)n1
CHEMBL1528820,,,Small molecule,0,162.02,5,7,2.58,26.02,1,1,0,0,Y,0.58,None,1.98,2.35,2.35,1,MOL,-1,9,1,2,0,160.9799,NEUTRAL,C6H5Cl2N,Nc1ccc(Cl)cc1Cl
CHEMBL450917,METHYLHYDROQUINONE,Methylhydroquinone,Small molecule,0,124.14,11,13,1.41,40.46,2,2,0,0,Y,0.51,9.91,None,1.88,1.88,1,MOL,-1,9,2,2,0,124.0524,NEUTRAL,C7H8O2,Cc1cc(O)ccc1O
CHEMBL253121,,Butyl-Para-Aminobenzoic Acid,Small molecule,0,193.25,10,10,2.6,49.33,2,2,0,5,N,0.71,4.87,3.36,2.16,-0.19,1,MOL,-1,14,3,2,0,193.1103,ACID,C11H15NO2,CCCCNc1ccc(C(=O)O)cc1
CHEMBL3775366,,,Small molecule,0,181.19,3,3,0.15,88.24,4,3,0,4,N,0.61,4.3,9.62,-2.52,-2.53,1,MOL,-1,13,5,4,0,181.0851,ZWITTERION,C8H11N3O2,NCCNc1cnccc1C(=O)O
CHEMBL507380,,,Small molecule,0,194.23,4,9,1.47,49.69,3,2,0,1,Y,0.71,9.96,None,1.62,1.62,1,MOL,-1,14,3,2,0,194.0943,NEUTRAL,C11H14O3,CC(C)(O)C1Cc2cc(O)ccc2O1
CHEMBL3787035,,,Small molecule,0,166.18,2,8,1.6,46.53,3,1,0,3,Y,0.69,8.31,None,2.23,2.18,1,MOL,-1,12,3,1,0,166.063,NEUTRAL,C9H10O3,CCOc1ccc(C=O)c(O)c1
CHEMBL1510512,,,Small molecule,0,190.25,8,8,1.65,33.2,3,0,0,3,Y,0.54,None,4.51,0.79,0.79,1,MOL,-1,14,3,0,0,190.1106,NEUTRAL,C11H14N2O,Cc1ccc(C(=O)/C=C/N(C)C)cn1
CHEMBL3785510,,,Small molecule,0,126.11,2,2,-0.51,55.12,4,1,0,0,N,0.51,7.2,None,0.01,-0.4,1,MOL,-1,9,4,1,0,126.0429,NEUTRAL,C5H6N2O2,Cn1ccc(=O)c(O)n1
CHEMBL3787377,,,Small molecule,0,143.12,1,1,0.23,42.23,3,1,0,0,Y,0.53,9.35,None,0.79,0.79,1,MOL,-1,10,3,1,0,143.0383,NEUTRAL,C6H6FNO2,Cn1ccc(=O)c(O)c1F
CHEMBL1493170,,,Small molecule,0,179.22,10,11,1,68.01,3,2,0,4,N,0.72,13.79,5.33,1.2,1.2,1,MOL,-1,13,4,3,0,179.1059,NEUTRAL,C9H13N3O,CCCNc1ncccc1C(N)=O
CHEMBL1516077,,,Small molecule,0,189.21,11,13,1.16,37.38,2,0,0,1,Y,0.62,None,None,0.91,0.91,1,MOL,-1,14,3,0,0,189.079,NEUTRAL,C11H11NO2,CN1C(=O)C[C@H](c2ccccc2)C1=O
CHEMBL1490443,,,Small molecule,0,179.22,11,12,2.04,39.19,3,0,0,4,N,0.52,None,3.24,2.08,2.08,1,MOL,-1,13,3,0,0,179.0946,NEUTRAL,C10H13NO2,CCCCOC(=O)c1cccnc1
CHEMBL1462552,,,Small molecule,0,183.23,6,7,1.65,50.19,3,1,0,4,N,0.72,2.92,4.3,0.89,-1.67,1,MOL,-1,12,3,1,0,183.0354,ACID,C8H9NO2S,O=C(O)CCSc1ccccn1
CHEMBL1530701,,,Small molecule,0,196.21,2,2,0.74,72.19,4,1,0,4,N,0.77,3.13,None,1.21,-2.25,1,MOL,-1,14,5,1,0,196.0848,ACID,C9H12N2O3,CCCCn1nc(C(=O)O)ccc1=O
CHEMBL1456811,,,Small molecule,0,173.19,8,9,0.52,80.39,3,2,0,1,N,0.48,-3.51,3.27,0.1,-2.05,1,MOL,-1,11,4,3,0,173.0147,ACID,C6H7NO3S,Nc1cccc(S(=O)(=O)O)c1
CHEMBL1531091,,,Small molecule,0,195.22,5,5,1.62,59.16,3,1,0,3,Y,0.59,11.56,None,1.53,1.53,1,MOL,-1,14,4,1,0,195.0895,NEUTRAL,C10H13NO3,CCOC(=O)c1c(C)[nH]c(C)c1C=O
CHEMBL1457102,,,Small molecule,0,194.16,5,6,0.71,58.2,2,2,0,1,Y,0.65,8.72,None,0.63,0.61,1,MOL,-1,14,4,2,0,194.0492,NEUTRAL,C9H7FN2O2,O=C1NC(=O)C(c2ccc(F)cc2)N1
CHEMBL1505728,,,Small molecule,0,170.17,3,5,0.39,64.2,5,0,0,2,N,0.48,None,2.7,0.81,0.81,1,MOL,-1,12,6,0,0,170.0804,NEUTRAL,C6H10N4O2,CN(C)c1c([N+](=O)[O-])ncn1C
CHEMBL1511343,,,Small molecule,0,173.2,3,3,0.3,78.1,6,1,0,2,N,0.65,13.53,0.99,1.1,1.1,1,MOL,-1,11,5,2,0,173.0259,NEUTRAL,C5H7N3O2S,CCOC(=O)c1nnsc1N
CHEMBL1452423,,,Small molecule,0,156.21,12,12,2.06,37.3,2,1,0,1,Y,0.68,3.37,None,2.7,-0.71,1,MOL,-1,10,2,1,0,156.0245,ACID,C7H8O2S,Cc1cc(C(=O)O)sc1C
CHEMBL1532922,,,Small molecule,0,170.17,4,8,0.76,72.99,5,1,0,3,N,0.54,None,2.75,1.18,1.18,1,MOL,-1,12,6,1,0,170.0804,NEUTRAL,C6H10N4O2,CCNc1c([N+](=O)[O-])ncn1C
CHEMBL1532461,SALSOLINE,,Small molecule,0,193.25,1,1,1.61,41.49,3,2,0,1,Y,0.71,10.04,8.84,1.22,0.02,1,MOL,-1,14,3,2,0,193.1103,BASE,C11H15NO2,COc1cc2c(cc1O)CCNC2C
CHEMBL1462714,,,Small molecule,0,135.21,3,4,2.06,3.24,1,0,0,1,Y,0.57,None,5.46,2.59,2.59,1,MOL,-1,10,1,0,0,135.1048,NEUTRAL,C9H13N,Cc1ccc(N(C)C)cc1
CHEMBL1547684,,,Small molecule,0,188.61,50,61,0.55,89.34,3,3,0,1,N,0.51,3.98,6.57,-0.42,-1.25,1,MOL,-1,11,4,5,0,152.0586,ACID,C7H9ClN2O2,Cl.Nc1ccc(N)c(C(=O)O)c1
CHEMBL1538460,,,Small molecule,0,192.17,16,18,1.22,74.6,3,2,0,3,N,0.56,2.9,None,1.41,-2.2,1,MOL,-1,14,4,2,0,192.0423,ACID,C10H8O4,O=C(O)/C=C/C(=O)c1ccc(O)cc1
CHEMBL1457840,,,Small molecule,0,194.21,6,6,1.35,32.34,1,1,0,2,Y,0.76,13.41,None,1,1,1,MOL,-1,14,3,1,0,194.0855,NEUTRAL,C10H11FN2O,O=C1NCCN1Cc1ccc(F)cc1
CHEMBL41043,,4-methylsulfonylacetophenone,Small molecule,0,198.24,1,2,1.29,51.21,3,0,0,2,Y,0.67,None,None,0.37,0.37,1,MOL,-1,13,3,0,0,198.0351,NEUTRAL,C9H10O3S,CC(=O)c1ccc(S(C)(=O)=O)cc1
CHEMBL30560,,,Small molecule,0,177.25,6,7,1.51,35.25,2,1,0,1,Y,0.71,None,10.01,1.77,-0.7,1,MOL,-1,13,2,2,0,177.1154,BASE,C11H15NO,COc1cccc2c1CCC(N)C2
CHEMBL1537215,,,Small molecule,0,190.25,13,15,1.09,55.12,2,2,0,2,Y,0.42,13.08,3.26,1.39,1.39,1,MOL,-1,14,3,3,0,190.1106,NEUTRAL,C11H14N2O,Cc1ccc(C2CC2C(=O)NN)cc1
CHEMBL1537242,,,Small molecule,0,189.21,5,6,1.5,39.19,3,0,0,2,Y,0.66,10.35,5.05,1.64,1.63,1,MOL,-1,14,3,0,0,189.079,NEUTRAL,C11H11NO2,CC1=CC(=O)OC1Cc1ccncc1
CHEMBL275173,,,Small molecule,0,198.24,1,1,1.95,29.27,3,0,0,2,Y,0.73,None,7.98,0.66,-0.02,1,MOL,-1,14,3,0,0,198.1168,NEUTRAL,C10H15FN2O,Cc1cc([C@@H]2C[C@@H](CF)CN2C)on1
CHEMBL14839,,,Small molecule,0,180.25,1,1,2,29.27,3,0,0,1,Y,0.66,None,8.32,1.16,0.2,1,MOL,-1,13,3,0,0,180.1263,NEUTRAL,C10H16N2O,Cc1cc([C@H]2C[C@H](C)CN2C)on1
CHEMBL3800030,,,Small molecule,0,192.22,3,7,1.45,37.3,1,1,0,3,Y,0.7,2,None,1.43,-0.84,1,MOL,-1,11,2,1,0,170.0402,ACID,C8H9NaO2S,O=S([O-])CCc1ccccc1.[Na+]
CHEMBL281075,,,Small molecule,0,150.22,1,4,2.82,20.23,1,1,0,1,Y,0.65,10.86,None,3.43,3.43,1,MOL,-1,11,1,1,0,150.1045,NEUTRAL,C10H14O,Cc1cccc(C(C)C)c1O
CHEMBL29295,,,Small molecule,0,191.27,1,1,1.43,32.26,2,2,0,1,Y,0.7,None,9.12,1.73,0.01,1,MOL,-1,14,2,2,0,191.131,BASE,C12H17NO,CNC1(C)c2ccccc2CCC1O
CHEMBL3781861,,,Small molecule,0,180.25,1,1,1.52,63.83,4,2,0,2,N,0.72,None,7.43,1.59,1.29,1,MOL,-1,13,4,3,0,180.1375,NEUTRAL,C9H16N4,CC(C)(C)CNc1ccnc(N)n1
CHEMBL3780321,,,Small molecule,0,193.29,1,1,2.35,51.8,3,1,0,2,Y,0.78,None,4.17,2.72,2.72,1,MOL,-1,14,3,2,0,193.1579,NEUTRAL,C11H19N3,Cc1cnc(N)nc1CCC(C)(C)C
CHEMBL3733963,,,Small molecule,0,165.19,,,1.09,50.19,3,1,0,3,Y,0.73,None,4.99,0.09,0.09,1,MOL,-1,12,3,1,0,165.079,NEUTRAL,C9H11NO2,CC(=O)CC(O)c1ccncc1
CHEMBL22425,,3-Methoxy-Benzoic Acid|3-Methoxybenzoic Acid,Small molecule,0,152.15,9,15,1.39,46.53,2,1,0,2,Y,0.7,3.84,None,1.47,-1.77,1,MOL,-1,11,3,1,0,152.0473,ACID,C8H8O3,COc1cccc(C(=O)O)c1
CHEMBL277420,,3-Ethoxy-Benzoic Acid,Small molecule,0,166.18,1,2,1.78,46.53,2,1,0,3,Y,0.74,3.84,None,1.83,-1.41,1,MOL,-1,12,3,1,0,166.063,ACID,C9H10O3,CCOc1cccc(C(=O)O)c1
