ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,PSA,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX ApKa,CX BpKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA Lipinski,HBD Lipinski,#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL1191407,,,Small molecule,0,189.26,,,1.56,21.26,2,1,0,2,Y,0.76,None,10.57,1.39,-1.52,1,MOL,-1,14,2,1,0,189.1154,BASE,C12H15NO,COc1ccc(C23CNCC2C3)cc1
CHEMBL1196705,,,Small molecule,0,150.24,,,2.16,3.88,0,0,0,4,N,0.46,None,None,-1.42,-1.42,1,MOL,-1,11,1,0,0,150.1277,NEUTRAL,C10H16N+,CCCCC[n+]1ccccc1
CHEMBL1196726,,,Small molecule,0,196.25,,,1.92,55.12,3,1,0,7,N,0.68,4.38,6.54,0.65,-0.3,1,MOL,-1,14,4,1,0,196.1212,ACID,C10H16N2O2,O=C(O)CCCCCCn1ccnc1
CHEMBL1196278,,,Small molecule,0,161.25,,,2.15,12.03,1,1,0,1,Y,0.67,None,10.07,2.16,-0.41,1,MOL,-1,12,1,1,0,161.1204,BASE,C11H15N,c1ccc(C2CCCNC2)cc1
CHEMBL1191558,,,Small molecule,0,177.25,,,1.38,46.25,2,2,0,0,Y,0.59,13.89,9.43,1.46,-0.53,1,MOL,-1,13,2,3,0,177.1154,BASE,C11H15NO,NC1CCCc2ccccc2C1O
CHEMBL1191217,,,Small molecule,0,189.3,,,2.54,12.03,1,1,0,4,N,0.72,None,10.32,3.24,0.49,1,MOL,-1,14,1,1,0,189.1517,BASE,C13H19N,CCCCNC1Cc2ccccc2C1
CHEMBL1196987,,,Small molecule,0,195.22,,,1.22,49.77,3,1,0,4,N,0.78,3.91,5.55,-0.23,-1.73,1,MOL,-1,14,4,1,0,195.0895,ACID,C10H13NO3,CN(C)c1ccc(OCC(=O)O)cc1
CHEMBL1196995,,,Small molecule,0,197.19,,,0.08,103.78,4,4,0,3,N,0.55,2.68,9.16,-1.79,-1.8,1,MOL,-1,14,5,5,0,197.0688,ZWITTERION,C9H11NO4,NCC(O)c1ccc(O)c(C(=O)O)c1
CHEMBL319422,,,Small molecule,0,156.21,1,1,0.3,67.06,3,3,0,1,N,0.31,7.93,5.3,0.45,0.35,1,MOL,-1,10,4,3,0,156.047,NEUTRAL,C5H8N4S,C/N=C(\S)c1c[nH]nc1N
CHEMBL86457,,,Small molecule,0,193.24,1,3,2.5,87.14,2,2,0,2,N,0.19,6.39,8.45,0.6,3.57,1,MOL,-1,13,5,2,0,193.0422,ACID,C7H7N5S,[N-]=[N+]=Nc1ccc(/N=C(/N)S)cc1
CHEMBL118958,,,Small molecule,0,134.18,1,1,1.69,20.23,1,1,0,2,Y,0.65,None,None,1.82,1.82,1,MOL,-1,10,1,1,0,134.0732,NEUTRAL,C9H10O,OC/C=C\c1ccccc1
CHEMBL1213476,,,Small molecule,0,179.17,3,4,1.1,66.4,2,2,0,3,N,0.68,4.04,None,1.1,-2.03,1,MOL,-1,13,4,2,0,179.0582,ACID,C9H9NO3,O=C(O)CC(=O)Nc1ccccc1
CHEMBL98943,,,Small molecule,0,187.2,4,5,0.95,53.49,2,2,0,0,Y,0.62,11.15,5.01,0.86,0.86,1,MOL,-1,14,4,2,0,187.0746,NEUTRAL,C10H9N3O,O=C1NC2=Nc3ccccc3CC2N1
CHEMBL1594090,,,Small molecule,0,146.19,7,10,2.29,17.07,1,0,0,2,Y,0.46,None,None,2.37,2.37,1,MOL,-1,11,1,0,0,146.0732,NEUTRAL,C10H10O,C/C(C=O)=C/c1ccccc1
CHEMBL1594149,,,Small molecule,0,171.18,9,14,-1.49,68.4,5,1,0,1,N,0.52,10.02,None,-2.06,-2.06,1,MOL,-1,12,6,2,0,171.0877,NEUTRAL,C6H11N4O2+,Nc1c[n+](N2CCOCC2)no1
CHEMBL1191345,,,Small molecule,0,149.2,,,1.68,61.9,2,3,0,1,N,0.32,None,10.76,0.39,-1.97,1,MOL,-1,11,3,4,0,149.0953,BASE,C8H11N3,CC(=N)Nc1ccc(N)cc1
CHEMBL1584087,,,Small molecule,0,179.22,2,2,1.96,38.33,2,1,0,2,Y,0.75,None,None,1.57,1.57,1,MOL,-1,13,3,1,0,179.0946,NEUTRAL,C10H13NO2,COc1ccc(NC(C)=O)cc1C
CHEMBL110590,,Benzotrithiole 2-Oxide,Small molecule,0,188.3,7,8,2.46,17.07,3,0,0,0,Y,0.58,None,None,2.29,2.29,1,MOL,-1,10,1,0,0,187.9424,None,C6H4OS3,[O-][S+]1Sc2ccccc2S1
CHEMBL1584244,,,Small molecule,0,181.26,13,18,0.94,50.41,2,3,0,2,Y,0.21,7.54,6.74,1.86,1.84,1,MOL,-1,12,3,3,0,181.0674,NEUTRAL,C8H11N3S,NN=C(S)NCc1ccccc1
CHEMBL338085,,,Small molecule,0,191.23,1,1,1.43,44.48,3,1,0,2,Y,0.77,None,9.09,0.93,-0.74,1,MOL,-1,14,3,2,0,191.0946,BASE,C11H13NO2,COc1ccc2c(c1)C(CN)=CCO2
CHEMBL1193392,,,Small molecule,0,177.25,,,2.16,39.12,2,2,0,2,Y,0.54,None,10.72,1.33,-1.03,1,MOL,-1,13,3,2,0,177.1266,BASE,C10H15N3,CC(=N)Nc1ccc(N(C)C)cc1
CHEMBL1193452,,,Small molecule,0,137.19,,,0.23,54.7,2,2,0,0,Y,0.54,None,9.89,0.11,-2.27,1,MOL,-1,10,3,3,0,137.0953,BASE,C7H11N3,NC1CCc2n[nH]cc2C1
CHEMBL130698,,,Small molecule,0,198.65,2,2,1.03,55.12,2,2,0,3,Y,0.76,None,9.16,0.85,-0.89,1,MOL,-1,13,3,3,0,198.056,BASE,C9H11ClN2O,NCCNC(=O)c1cccc(Cl)c1
CHEMBL326789,,,Small molecule,0,191.19,3,3,0.03,62.52,4,1,0,0,N,0.63,8.96,4.76,-0.34,-0.36,1,MOL,-1,14,6,1,0,191.0807,NEUTRAL,C8H9N5O,Cn1cnc2c1C1=NCCN1C(=O)N2
CHEMBL1183010,,,Small molecule,0,187.64,,,2.59,12.03,1,1,0,3,Y,0.77,None,9.01,2.64,1.02,1,MOL,-1,12,1,1,0,187.0564,BASE,C9H11ClFN,CCNCc1cc(F)cc(Cl)c1
CHEMBL1183038,,,Small molecule,0,192.22,,,0.64,64.85,4,3,0,2,N,0.6,9.88,9.24,0.22,-1.09,1,MOL,-1,14,4,3,0,192.0899,BASE,C10H12N2O2,Oc1ccc(C[C@@H]2CNC=N2)cc1O
CHEMBL3445301,,,Small molecule,0,189.26,5,7,1.14,42.15,3,1,0,0,Y,0.67,None,10.33,1.55,-0.36,1,MOL,-1,14,3,2,0,189.1266,BASE,C11H15N3,CN1CCc2c1nc1c(c2N)CCC1
CHEMBL1192712,,,Small molecule,0,199.68,,,2.43,46.25,2,2,0,1,Y,0.73,7.38,10.13,2,1.75,1,MOL,-1,13,2,3,0,199.0764,BASE,C10H14ClNO,Cc1c(C)c(Cl)c(O)c(CN)c1C
CHEMBL1183191,,,Small molecule,0,193.23,,,0.42,65.19,4,1,0,4,N,0.25,9.32,None,-3.5,-3.51,1,MOL,-1,14,5,1,0,193.1084,NEUTRAL,C9H13N4O+,C[n+]1ccn(CCCC#N)c1/C=N/O
CHEMBL1197286,,,Small molecule,0,181.17,,,-0.13,73.77,3,2,0,3,N,0.29,0.81,1.36,-4.45,-4.34,1,MOL,-1,13,5,2,0,181.0608,ACID,C8H9N2O3+,O=C(O)C[n+]1ccc(/C=N/O)cc1
CHEMBL1197345,,,Small molecule,0,181.17,,,-0.13,73.77,3,2,0,3,N,0.29,1.09,None,-3.78,-4.91,1,MOL,-1,13,5,2,0,181.0608,ACID,C8H9N2O3+,O=C(O)C[n+]1ccccc1/C=N/O
CHEMBL1197354,,,Small molecule,0,180.19,,,-0.73,79.56,3,2,0,3,N,0.28,6.92,0.76,-4.79,-5.32,1,MOL,-1,13,5,3,0,180.0768,NEUTRAL,C8H10N3O2+,NC(=O)C[n+]1cccc(/C=N/O)c1
CHEMBL1183313,,,Small molecule,0,170.19,,,-0.28,50.63,4,1,0,3,N,0.29,6.88,None,-3.5,-4.05,1,MOL,-1,12,5,1,0,170.0924,NEUTRAL,C7H12N3O2+,COC[n+]1ccn(C)c1/C=N/O
CHEMBL1183326,,,Small molecule,0,154.19,,,0.14,41.4,3,1,0,2,Y,0.28,6.71,None,-3.18,-3.83,1,MOL,-1,11,4,1,0,154.0975,NEUTRAL,C7H12N3O+,CCn1cc(/C=N/O)[n+](C)c1
CHEMBL1187404,,,Small molecule,0,194.3,,,1.94,9.23,1,0,0,4,N,0.67,None,None,-2.12,-2.12,1,MOL,-1,14,2,0,0,194.1539,NEUTRAL,C12H20NO+,COc1ccc(CC[N+](C)(C)C)cc1
CHEMBL3185647,,,Small molecule,0,175.06,,,3.61,0,0,0,0,0,N,0.56,None,None,4.21,4.21,1,MOL,-1,10,0,0,0,174.0003,None,C8H8Cl2,Cc1cc(Cl)c(C)cc1Cl
CHEMBL1187409,,,Small molecule,0,170.17,,,-0.77,85.25,5,1,0,3,N,0.64,11.02,6.05,-1.18,-1.2,1,MOL,-1,12,6,2,0,170.0804,NEUTRAL,C6H10N4O2,CN(C)Cc1nonc1C(N)=O
CHEMBL3185656,,,Small molecule,0,182.18,,,1.58,78.39,4,1,0,3,N,0.44,None,1.25,1.93,1.93,1,MOL,-1,13,5,2,0,182.0691,NEUTRAL,C8H10N2O3,CCOc1ccc(N)c([N+](=O)[O-])c1
CHEMBL1192910,,,Small molecule,0,180.25,,,0.87,72.27,3,3,0,3,N,0.65,7.45,10.46,-0.35,-2.7,1,MOL,-1,13,3,5,0,180.1263,BASE,C10H16N2O,CCc1cc(CN)c(O)c(CN)c1
CHEMBL3199823,,,Small molecule,0,193.27,9,9,2.75,32.59,3,1,0,0,Y,0.51,6.86,2.13,2.29,1.65,1,MOL,-1,13,2,1,0,193.0561,NEUTRAL,C10H11NOS,O/N=C1/CCCSc2ccccc21
CHEMBL3211784,,,Small molecule,0,196.21,7,8,1.67,63.83,4,1,0,3,N,0.59,10.59,None,1.34,1.34,1,MOL,-1,14,5,1,0,196.0848,NEUTRAL,C9H12N2O3,CCOC(=O)N/N=C/c1ccc(C)o1
CHEMBL3185861,,,Small molecule,0,104.11,5,10,0.95,36.68,2,0,0,0,Y,0.49,None,0.98,1,1,1,MOL,-1,8,2,0,0,104.0374,NEUTRAL,C6H4N2,N#Cc1ccccn1
CHEMBL1916783,,,Small molecule,0,187,4,4,2.24,42.32,3,0,0,1,Y,0.63,None,None,2.2,2.2,1,MOL,-1,9,3,0,0,185.9429,NEUTRAL,C5H3BrN2O,O=Nc1ccc(Br)cn1
CHEMBL1213609,,,Small molecule,0,127.1,1,1,0.68,63.33,3,1,0,1,N,0.6,3.98,None,0.19,-2.98,1,MOL,-1,9,4,1,0,127.0269,ACID,C5H5NO3,Cc1oncc1C(=O)O
CHEMBL1192540,,,Small molecule,0,162.24,,,2.37,24.39,1,1,0,2,Y,0.52,None,8.68,2.43,1.15,1,MOL,-1,12,2,1,0,162.1157,BASE,C10H14N2,C/N=C\Nc1ccc(C)cc1C
CHEMBL1191687,,,Small molecule,0,193.25,,,1.13,44.48,3,1,0,2,Y,0.77,None,9.89,1.17,-1.21,1,MOL,-1,14,3,2,0,193.1103,BASE,C11H15NO2,COc1ccc2c(c1OC)CC(N)C2
CHEMBL1213940,,Phenyl-O-Hydroxylamine,Small molecule,0,109.13,1,1,0.94,35.25,2,1,0,1,Y,0.54,None,3.34,1.3,1.3,1,MOL,-1,8,2,2,0,109.0528,NEUTRAL,C6H7NO,NOc1ccccc1
CHEMBL1584522,,,Small molecule,0,178.19,2,2,0.34,64.35,3,2,0,1,N,0.65,None,4.12,0,0,1,MOL,-1,13,4,3,0,178.0742,NEUTRAL,C9H10N2O2,NC(=O)C1CNc2ccccc2O1
CHEMBL1182689,,,Small molecule,0,172.25,,,2.19,3.01,0,0,0,1,Y,0.57,None,None,-1.48,-1.48,1,MOL,-1,13,1,0,0,172.1121,None,C12H14N+,C[N+]1=CC=C(c2ccccc2)CC1
CHEMBL2115497,,,Small molecule,0,181.26,1,3,0.96,29.02,4,0,0,1,N,0.65,None,7.64,0.55,0.11,1,MOL,-1,12,3,0,0,181.0674,NEUTRAL,C8H11N3S,c1nsc([C@H]2CN3CCC2C3)n1
CHEMBL2115500,,,Small molecule,0,195.29,1,3,1.27,29.02,4,0,0,1,N,0.68,None,7.77,0.96,0.44,1,MOL,-1,13,3,0,0,195.083,NEUTRAL,C9H13N3S,Cc1nsc([C@H]2CN3CCC2C3)n1
CHEMBL1528282,,,Small molecule,0,174.63,9,14,0.97,49.87,1,2,0,1,Y,0.42,None,11.53,0.89,-1.51,1,MOL,-1,9,2,3,0,120.0687,BASE,C7H11ClN2O,Cl.N=C(N)c1ccccc1.O
CHEMBL1522900,MENTHOFURAN,Menthofuran,Small molecule,0,150.22,13,19,2.71,13.14,1,0,0,0,Y,0.55,None,None,3.13,3.13,1,MOL,-1,11,1,0,0,150.1045,NEUTRAL,C10H14O,Cc1coc2c1CCC(C)C2
CHEMBL240306,,,Small molecule,0,138.17,6,6,-0.04,80.72,3,3,0,2,N,0.54,12.95,9.62,-0.63,-3.66,1,MOL,-1,10,4,5,0,138.0905,BASE,C6H10N4,NC/C=C/c1cnc(N)[nH]1
CHEMBL1528738,,,Small molecule,0,156.14,5,5,-0.69,80.76,5,1,0,3,N,0.59,3.78,None,0.38,-1.17,1,MOL,-1,11,6,1,0,156.0647,ACID,C5H8N4O2,CCOC(=O)Cc1nn[nH]n1
CHEMBL245810,,,Small molecule,0,179.22,2,6,1.06,44.48,3,1,0,1,Y,0.7,None,9,1.22,-0.38,1,MOL,-1,13,3,2,0,179.0946,BASE,C10H13NO2,N[C@H]1CO[C@H](c2ccccc2)OC1
CHEMBL1518213,,,Small molecule,0,185.18,5,5,-0.36,85.69,5,2,0,3,N,0.67,13.51,8.91,-1.12,-2.64,1,MOL,-1,13,5,3,0,185.0688,BASE,C8H11NO4,COc1coc(C(O)CN)cc1=O
CHEMBL1518308,,,Small molecule,0,186.24,3,4,1.05,55.24,5,1,0,3,N,0.56,11.91,1.47,1.6,1.6,1,MOL,-1,12,4,1,0,186.0463,NEUTRAL,C7H10N2O2S,COCc1cc(O)nc(SC)n1
CHEMBL1204392,,,Small molecule,0,199.69,1,3,1.61,61.9,1,3,0,1,N,0.43,None,10.69,1.97,-0.39,1,MOL,-1,12,3,4,0,163.1109,BASE,C9H14ClN3,Cc1ccc(NC(=N)N)cc1C.Cl
CHEMBL1209652,,,Small molecule,0,172.62,1,1,-0.39,46.97,1,1,0,1,Y,0.53,12.24,None,-4.34,-4.34,1,MOL,-1,10,3,2,0,137.0709,NEUTRAL,C7H9ClN2O,C[n+]1cccc(C(N)=O)c1.[Cl-]
CHEMBL1160007,,,Small molecule,0,180.2,1,1,1.97,57.53,2,2,0,3,Y,0.75,4.18,None,2.29,-0.75,1,MOL,-1,13,3,2,0,180.0786,ACID,C10H12O3,CCC(C(=O)O)c1ccc(O)cc1
CHEMBL1182936,,,Small molecule,0,177.29,,,2.97,12.03,1,1,0,6,N,0.66,None,9.64,3.3,1.1,1,MOL,-1,13,1,1,0,177.1517,BASE,C12H19N,CCCCCNCc1ccccc1
CHEMBL1182014,,,Small molecule,0,179.22,1,4,0.42,82.13,2,4,0,3,N,0.4,10.13,12.5,0.32,-1.58,1,MOL,-1,13,4,5,0,179.1059,BASE,C9H13N3O,N=C(N)NCCc1ccc(O)cc1
CHEMBL1532709,,,Small molecule,0,189.21,6,6,1.22,38.33,2,1,0,3,Y,0.78,9.08,None,0.74,0.73,1,MOL,-1,14,3,1,0,189.079,NEUTRAL,C11H11NO2,O=C1C=C(OCc2ccccc2)CN1
CHEMBL2112440,,,Small molecule,0,189.26,1,3,1.2,29.02,3,0,0,1,Y,0.66,None,9.11,-0.11,-1.82,1,MOL,-1,14,3,0,0,189.1266,BASE,C11H15N3,Cc1nccnc1[C@H]1CN2CCC1C2
CHEMBL2112442,,,Small molecule,0,189.26,1,3,1.29,29.02,3,0,0,1,Y,0.67,None,9.54,0.2,-1.92,1,MOL,-1,14,3,0,0,189.1266,BASE,C11H15N3,c1cnc([C@H]2CN3CCCC2C3)cn1
CHEMBL2106246,HYDRACARBAZINE,HYDRACARBAZINE|TH-2151,Small molecule,0,153.14,,,-1.72,110.15,4,3,0,1,N,0.33,7.01,5.05,-1.39,-1.76,1,MOL,0,11,6,5,0,153.0651,NEUTRAL,C5H7N5O,N/N=c1/ccc(C(N)=O)n[nH]1
CHEMBL2106282,FENMETRAMIDE,FENMETRAMIDE|MCN-1075,Small molecule,0,191.23,,,1.26,38.33,2,1,0,1,Y,0.73,12.45,None,1.05,1.05,1,MOL,0,14,3,1,0,191.0946,NEUTRAL,C11H13NO2,CC1NC(=O)COC1c1ccccc1
CHEMBL1567311,,,Small molecule,0,155.16,4,6,1.12,60.96,4,0,0,2,N,0.47,None,1.75,1.09,1.09,1,MOL,-1,11,5,0,0,155.0695,NEUTRAL,C6H9N3O2,CCn1cc([N+](=O)[O-])nc1C
CHEMBL1310384,,,Small molecule,0,189.26,4,4,2.1,29.1,1,1,0,3,Y,0.77,None,None,2.14,2.14,1,MOL,-1,14,2,1,0,189.1154,NEUTRAL,C12H15NO,O=C(NCc1ccccc1)C1CCC1
CHEMBL1224554,,4-Chlorobenzylalcohol,Small molecule,0,142.58,1,2,1.83,20.23,1,1,0,1,Y,0.63,None,None,1.81,1.81,1,MOL,-1,9,1,1,0,142.0185,NEUTRAL,C7H7ClO,OCc1ccc(Cl)cc1
CHEMBL1275952,,,Small molecule,0,178.15,1,1,0.25,93.95,3,2,0,1,N,0.64,1.35,None,-0.53,-4.24,1,MOL,-1,13,5,2,0,178.0378,ACID,C8H6N2O3,Cc1[nH]c(=O)c(C#N)cc1C(=O)O
CHEMBL1275969,ALPHA-THUJAPLICIN,,Small molecule,0,164.2,16,51,1.88,37.3,2,1,0,1,Y,0.69,11.26,None,2.06,2.06,1,MOL,-1,12,2,1,0,164.0837,NEUTRAL,C10H12O2,CC(C)c1ccccc(=O)c1O
CHEMBL1275999,GAMMA-THUJAPLICIN,,Small molecule,0,164.2,73,106,1.88,37.3,2,1,0,1,Y,0.69,11.43,None,2.06,2.06,1,MOL,-1,12,2,1,0,164.0837,NEUTRAL,C10H12O2,CC(C)c1ccc(O)c(=O)cc1
CHEMBL1483840,,,Small molecule,0,158.16,29,42,1.01,30.21,2,0,0,0,Y,0.53,None,None,2.13,2.13,1,MOL,-1,12,2,0,0,158.0368,NEUTRAL,C10H6O2,CC#CC#Cc1cccc(=O)o1
CHEMBL1483877,ETHENZAMIDE,ETENZAMIDE|ETHENZAMIDE,Small molecule,0,165.19,8,18,1.18,52.32,2,1,0,3,Y,0.73,13.68,None,1.02,1.02,1,MOL,0,12,3,2,0,165.079,NEUTRAL,C9H11NO2,CCOc1ccccc1C(N)=O
CHEMBL1484025,,,Small molecule,0,193.21,9,10,1.59,59.27,4,0,0,2,N,0.53,None,3.6,1.8,1.8,1,MOL,-1,14,5,0,0,193.0851,NEUTRAL,C9H11N3O2,O=[N+]([O-])c1ccc(N2CCCC2)nc1
CHEMBL1543137,,,Small molecule,0,194.19,5,8,0.08,81.42,4,2,0,2,N,0.3,13.63,2.76,0.53,0.53,1,MOL,-1,14,5,3,0,194.0691,NEUTRAL,C9H10N2O3,COC(=O)c1ccc(C(=O)NN)cc1
CHEMBL1188517,,,Small molecule,0,165.17,,,0.88,50.41,3,2,0,0,Y,0.6,None,10.25,0.62,-0.78,1,MOL,-1,12,3,3,0,165.0702,BASE,C8H8FN3,NC1=Nc2cc(F)ccc2CN1
CHEMBL1507805,,,Small molecule,0,197.24,6,6,0.09,80.88,4,2,0,3,N,0.72,10.22,None,0.59,0.59,1,MOL,-1,14,5,3,0,197.1164,NEUTRAL,C9H15N3O2,CCCn1c(N)c(CC)c(=O)[nH]c1=O
CHEMBL1188681,,,Small molecule,0,189.26,,,1.95,36.42,3,2,0,1,Y,0.71,None,11.23,1.53,0.11,1,MOL,-1,14,3,2,0,189.1266,BASE,C11H15N3,CCNC1=Nc2ccccc2C(C)N1
CHEMBL1188708,,,Small molecule,0,163.22,,,1.11,50.94,3,2,0,3,Y,0.7,None,8.64,-0.18,-1.44,1,MOL,-1,12,3,3,0,163.1109,BASE,C9H13N3,NCc1ccncc1NC1CC1
CHEMBL2071036,,,Small molecule,0,187.11,1,2,-1.27,114.54,6,2,0,3,N,0.61,3.29,None,-0.78,-6.29,1,MOL,-1,13,8,2,0,187.0229,ACID,C5H5N3O5,COn1nnc(C(=O)O)c1C(=O)O
CHEMBL1188878,,,Small molecule,0,151.21,,,0.97,50.94,3,2,0,3,Y,0.68,None,8.64,-0.29,-1.55,1,MOL,-1,11,3,3,0,151.1109,BASE,C8H13N3,CCNc1cnccc1CN
CHEMBL1574193,,,Small molecule,0,169.21,8,8,1.26,50.19,3,1,0,3,Y,0.69,2.61,4.17,0.33,-2.23,1,MOL,-1,11,3,1,0,169.0197,ACID,C7H7NO2S,O=C(O)CSc1ccccn1
CHEMBL2105389,PENTOREX,PENTOREX,Small molecule,0,163.26,,,2.53,26.02,1,1,0,2,Y,0.71,None,10.28,2.45,-0.2,1,MOL,0,12,1,2,0,163.1361,BASE,C11H17N,CC(c1ccccc1)C(C)(C)N
CHEMBL1588862,,,Small molecule,0,178.15,7,8,-0.37,70.5,4,1,0,1,N,0.6,13.9,1.82,-0.88,-0.88,1,MOL,-1,13,5,1,0,178.0378,NEUTRAL,C8H6N2O3,O=C1c2ccncc2C(=O)N1CO
CHEMBL2134219,,,Small molecule,0,191.23,1,2,1.46,38.33,2,1,0,5,N,0.43,8.26,None,1.91,1.86,1,MOL,-1,14,3,1,0,191.0946,NEUTRAL,C11H13NO2,C=CCONC(=O)Cc1ccccc1
CHEMBL1183012,,,Small molecule,0,171.19,,,2.07,12.03,1,1,0,3,Y,0.73,None,8.91,2.17,0.65,1,MOL,-1,12,1,1,0,171.086,BASE,C9H11F2N,CCNCc1cc(F)cc(F)c1
CHEMBL1563952,,,Small molecule,0,189.26,3,4,2.38,20.31,1,0,0,1,Y,0.66,None,None,2.18,2.18,1,MOL,-1,14,2,0,0,189.1154,NEUTRAL,C12H15NO,CCN1C(=O)CCCc2ccccc21
CHEMBL1183104,,,Small molecule,0,182.22,,,0.15,78.51,4,4,0,4,N,0.39,9.68,9.01,-0.57,-1.85,1,MOL,-1,13,4,5,0,182.1055,BASE,C9H14N2O2,NCCNCc1ccc(O)c(O)c1
CHEMBL1183190,,,Small molecule,0,199.19,,,-0.6,84.54,5,1,0,4,N,0.23,8.52,None,-3.71,-3.74,1,MOL,-1,14,7,1,0,199.0826,NEUTRAL,C7H11N4O3+,C[n+]1ccn(CC[N+](=O)[O-])c1/C=N/O
CHEMBL1490851,BENZYLACETONE,,Small molecule,0,148.2,7,9,2.21,17.07,1,0,0,3,Y,0.64,None,None,2.39,2.39,1,MOL,-1,11,1,0,0,148.0888,NEUTRAL,C10H12O,CC(=O)CCc1ccccc1
CHEMBL1183273,,,Small molecule,0,146.21,,,1.3,3.01,0,0,0,0,Y,0.49,None,None,-1.55,-1.55,1,MOL,-1,11,1,0,0,146.0964,NEUTRAL,C10H12N+,C[N+]1=Cc2ccccc2CC1
CHEMBL1569559,,,Small molecule,0,196.27,66,66,2.64,37.3,2,1,0,5,N,0.58,4.49,None,2.5,-0.31,1,MOL,-1,13,2,1,0,196.0558,ACID,C10H12O2S,O=C(O)CCCSc1ccccc1
CHEMBL1173328,,3-Methylcatechol,Small molecule,0,124.14,1,10,1.41,40.46,2,2,0,0,Y,0.51,9.59,None,1.88,1.88,1,MOL,-1,9,2,2,0,124.0524,NEUTRAL,C7H8O2,Cc1cccc(O)c1O
CHEMBL1491188,,,Small molecule,0,159.17,4,4,-0.02,78.87,4,2,0,3,N,0.61,2.97,0.72,0.06,-3.42,1,MOL,-1,10,5,2,0,159.0102,ACID,C4H5N3O2S,O=C(O)CSc1nc[nH]n1
CHEMBL1159818,,,Small molecule,0,183.28,2,7,1.19,46.25,3,3,0,3,Y,0.62,10.02,9.29,1.15,-0.36,1,MOL,-1,12,2,3,0,183.0718,BASE,C9H13NOS,NC(CS)Cc1ccc(O)cc1
CHEMBL1159895,,,Small molecule,0,183.28,3,6,1.83,46.25,3,2,0,3,Y,0.7,9.23,9.91,0.87,-0.53,1,MOL,-1,12,2,3,0,183.0718,BASE,C9H13NOS,CC(N)CSc1ccc(O)cc1
CHEMBL1159896,,,Small molecule,0,167.28,3,6,2.13,26.02,2,1,0,3,Y,0.7,None,9.74,1.96,-0.3,1,MOL,-1,11,1,2,0,167.0769,BASE,C9H13NS,CC(N)CSc1ccccc1
CHEMBL1182868,,,Small molecule,0,174.25,,,1.85,24.92,2,1,0,3,Y,0.76,None,9.16,1.31,-0.44,1,MOL,-1,13,2,1,0,174.1157,BASE,C11H14N2,CNC1(/C=C/c2cccnc2)CC1
CHEMBL1182981,,,Small molecule,0,181.2,,,-0.35,87.93,4,3,0,2,N,0.33,None,5.65,-0.21,-0.22,1,MOL,-1,13,6,4,0,181.0964,NEUTRAL,C7H11N5O,Cn1cccc1/C=N/N=C(\N)NO
CHEMBL1182985,,,Small molecule,0,185.22,,,2.46,12.03,1,1,0,4,N,0.71,None,9.07,2.7,1.03,1,MOL,-1,13,1,1,0,185.1016,BASE,C10H13F2N,CCCNCc1cc(F)cc(F)c1
CHEMBL1528446,,,Small molecule,0,180.21,6,7,1.38,65.98,2,2,0,1,N,0.64,3.6,1.94,1.44,-1.74,1,MOL,-1,13,4,2,0,180.0899,ACID,C9H12N2O2,O=C(O)c1[nH]nc2c1CCCCC2
CHEMBL1499795,,,Small molecule,0,156.21,5,6,0.92,55.12,2,2,0,2,Y,0.66,None,None,0.5,0.5,1,MOL,-1,10,3,3,0,156.0357,NEUTRAL,C6H8N2OS,NC(=O)NCc1cccs1
CHEMBL1188920,,,Small molecule,0,188.27,,,1.99,29.26,2,1,0,1,Y,0.68,None,8.41,1.52,0.47,1,MOL,-1,14,2,2,0,188.1313,NEUTRAL,C12H16N2,CN1CC=C(c2ccccc2N)CC1
CHEMBL1525163,,,Small molecule,0,198.23,7,7,1.17,64.2,5,0,0,4,N,0.54,None,2.67,1.52,1.52,1,MOL,-1,14,6,0,0,198.1117,NEUTRAL,C8H14N4O2,CCN(CC)c1c([N+](=O)[O-])ncn1C
CHEMBL2105979,AMISOMETRADINE,AMISOMETRADINE,Small molecule,0,195.22,,,-0.29,70.02,5,1,0,2,N,0.66,None,None,0.07,0.07,1,MOL,0,14,5,2,0,195.1008,NEUTRAL,C9H13N3O2,C=C(C)Cn1c(N)cc(=O)n(C)c1=O
CHEMBL1498492,,,Small molecule,0,178.19,4,4,1.31,66.03,3,1,0,2,N,0.74,12.35,None,0.65,0.65,1,MOL,-1,13,4,1,0,178.0742,NEUTRAL,C9H10N2O2,CC(C)(C#N)NC(=O)c1ccco1
CHEMBL1498549,,,Small molecule,0,190.29,8,8,3.13,24.92,2,1,0,2,N,0.77,None,7.39,3.14,2.85,1,MOL,-1,14,2,1,0,190.147,NEUTRAL,C12H18N2,Cc1ccnc(NC2CCCCC2)c1
CHEMBL2064703,,,Small molecule,0,148.16,3,5,0.37,41.99,2,1,0,0,Y,0.58,13.62,3.06,-0.1,-0.1,1,MOL,-1,11,3,1,0,148.0637,NEUTRAL,C8H8N2O,O=C1NCCc2ncccc21
